id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,image_ids,preview
127,2,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,0.967624,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
127,3,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,0.883031,洗碗机手册,洗碗机手册.txt,洗碗机,0,63,manual_洗碗机手册_s0_c63,,财产安全的危险情况警告 触电危险
127,4,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,0.878211,洗碗机手册,洗碗机手册.txt,洗碗机,0,64,manual_洗碗机手册_s0_c64,,产安全的危险情况警告 触电危险
127,5,如果要安装和拆卸电钻的电池组，需要遵循什么步骤？,0.869243,洗碗机手册,洗碗机手册.txt,洗碗机,0,65,manual_洗碗机手册_s0_c65,,安全的危险情况警告 触电危险
128,1,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,0.811675,洗碗机手册,洗碗机手册.txt,洗碗机,0,61,manual_洗碗机手册_s0_c61,,命和财产安全的危险情况警告 触电危险
128,2,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,0.78985,洗碗机手册,洗碗机手册.txt,洗碗机,0,62,manual_洗碗机手册_s0_c62,,和财产安全的危险情况警告 触电危险
128,3,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,0.774088,健身追踪器手册,健身追踪器手册.txt,基础操作 了解如何管理设置、设置个人PIN码、操作屏幕和查看电量。,12,0,manual_健身追踪器手册_s12_c0,,# 基础操作 了解如何管理设置、设置个人PIN码、操作屏幕和查看电量。
128,4,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,0.762348,空调手册,空调手册.txt,注,77,0,manual_空调手册_s77_c0,,# 注 滤网的位置和形状可能因机型不同而有所差异。
128,5,使用电钻的腰带挂钩和批头夹时，需要特别注意什么？,0.756177,水泵手册,水泵手册.txt,化油器调整,27,0,manual_水泵手册_s27_c0,,# 化油器调整 化油器是发动机关键部件，调整工作应交由具备专业知识、数据和设备的经销商完成。
129,1,购买电钻后，应配备哪些附件？,0.886418,冰箱手册,冰箱手册.txt,门体报警,80,0,manual_冰箱手册_s80_c0,,# 门体报警 冰箱门长时间打开时，报警器鸣响。
129,2,购买电钻后，应配备哪些附件？,0.853414,洗碗机手册,洗碗机手册.txt,洗碗机,0,70,manual_洗碗机手册_s0_c70,,情况警告 触电危险
129,3,购买电钻后，应配备哪些附件？,0.853163,洗碗机手册,洗碗机手册.txt,洗碗机,0,69,manual_洗碗机手册_s0_c69,,险情况警告 触电危险
129,4,购买电钻后，应配备哪些附件？,0.851497,洗碗机手册,洗碗机手册.txt,洗碗机,0,68,manual_洗碗机手册_s0_c68,,危险情况警告 触电危险
129,5,购买电钻后，应配备哪些附件？,0.851023,洗碗机手册,洗碗机手册.txt,洗碗机,0,71,manual_洗碗机手册_s0_c71,,况警告 触电危险
130,1,电钻的三年有限保修包含哪些内容？,0.767038,功能键盘手册,功能键盘手册.txt,9.2 全球保修政策,16,1,manual_功能键盘手册_s16_c1,,、欧洲及澳新地区以外： 若产品需在保修期内退回，请联系购买产品的零售商或经销商。购买后一年内，请将产品（对于安装在机箱内的电源供应器，仅需寄回故障电源）退回经销商或零售商进行更换。若产品仍在保修期内但无法退回经销商，请联系客户支持获取协助与指引。未经预先批准，我们不接受任何退货。
130,2,电钻的三年有限保修包含哪些内容？,0.752858,电钻手册,电钻手册.txt,三年有限保修 除保修外，工具还享有：,33,0,manual_电钻手册_s33_c0,,# 三年有限保修 除保修外，工具还享有：
130,3,电钻的三年有限保修包含哪些内容？,0.741336,电钻手册,电钻手册.txt,3年免费服务（其他电池组） 如果电池组被擅自改装，产品保修失效。 制造商对任何改装导致的伤害不承担责任，并将在法律允许范围内追究保修欺诈责任。,35,0,manual_电钻手册_s35_c0,,# 3年免费服务（其他电池组） 如果电池组被擅自改装，产品保修失效。 制造商对任何改装导致的伤害不承担责任，并将在法律允许范围内追究保修欺诈责任。
130,4,电钻的三年有限保修包含哪些内容？,0.694767,蒸汽清洁机手册,蒸汽清洁机手册.txt,硬质地面清洁 本蒸汽清洁机适用于瓷砖、 Vinyl 地板、复合地板、大理石、石材及封边木地板。 在打蜡或部分未打蜡地板上使用可能降低光泽度。 不可用于未封边木地,6,2,manual_蒸汽清洁机手册_s6_c2,,____________ 注：请保留原始购买凭证。 保修时需提供购买证明及日期。 # 重要提示：请保留包装箱 自购买之日起一年内，原始用户可享受免费维修或更换服务。 本保修仅限家用，不适用于商业或租赁用途。 因疏忽、滥用、不当使用或非授权维修造成的损坏不在保修范围内。
130,5,电钻的三年有限保修包含哪些内容？,0.692026,冰箱手册,冰箱手册.txt,注意 如需换向门体，必须联系售后服务人员。 门体换向不在保修范围内。,106,0,manual_冰箱手册_s106_c0,,# 注意 如需换向门体，必须联系售后服务人员。 门体换向不在保修范围内。
131,1,购买健身追踪器后，包装盒里应该有什么？,0.726758,健身追踪器手册,健身追踪器手册.txt,操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。,13,0,manual_健身追踪器手册_s13_c0,,# 操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。 通过轻点屏幕、左右上下滑动或按下按钮操作健身追踪器。为节省电量，不使用时手表屏幕会熄灭，除非你开启常亮显示设置。如需更多信息，请参阅第23页“调整常亮显示”。
131,2,购买健身追踪器后，包装盒里应该有什么？,0.702529,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
131,3,购买健身追踪器后，包装盒里应该有什么？,0.700585,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
131,4,购买健身追踪器后，包装盒里应该有什么？,0.693809,健身追踪器手册,健身追踪器手册.txt,关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。,37,0,manual_健身追踪器手册_s37_c0,Manual16_29,"# 关闭通知 在健身追踪器应用中关闭特定通知，或在健身追踪器的快捷设置中关闭所有通知。关闭所有通知后，手机收到通知时手表不会震动且屏幕不会点亮。 关闭特定通知： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 , 健身追踪器卡片 , 通知。 2. 关闭你不希望再在手表上接收的通知。 关闭所有通知： 1. 在时钟界"
131,5,购买健身追踪器后，包装盒里应该有什么？,0.690489,健身追踪器手册,健身追踪器手册.txt,高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。,62,0,manual_健身追踪器手册_s62_c0,,# 高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。 指标包括： 血氧饱和度（SpO2） 皮肤温度变化 心率变异性 静息心率 呼吸频率 注意：此功能不用于诊断或治疗任何疾病，不应用于任何医疗目的。旨在提供有助你管理健康的信息。如对健康有任何疑虑，请
132,1,我刚发现健身追踪器电量低，该如何正确为其充电？,0.758271,健身追踪器手册,健身追踪器手册.txt,使用信用卡和借记卡 在健身追踪器应用中设置健身追踪器支付或其他支付，可在支持非接触式支付的商店用手表消费。,74,0,manual_健身追踪器手册_s74_c0,,# 使用信用卡和借记卡 在健身追踪器应用中设置健身追踪器支付或其他支付，可在支持非接触式支付的商店用手表消费。 我们不断在合作伙伴列表中新增合作地点和发卡行。查看你的支付卡是否适用于健身追踪器设备，请参阅： 有关从健身追踪器支付过渡到其他支付的更多信息，请参阅相关帮助文章。
132,2,我刚发现健身追踪器电量低，该如何正确为其充电？,0.756384,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
132,3,我刚发现健身追踪器电量低，该如何正确为其充电？,0.741139,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
132,4,我刚发现健身追踪器电量低，该如何正确为其充电？,0.727957,健身追踪器手册,健身追踪器手册.txt,高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。,62,0,manual_健身追踪器手册_s62_c0,,# 高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。 指标包括： 血氧饱和度（SpO2） 皮肤温度变化 心率变异性 静息心率 呼吸频率 注意：此功能不用于诊断或治疗任何疾病，不应用于任何医疗目的。旨在提供有助你管理健康的信息。如对健康有任何疑虑，请
132,5,我刚发现健身追踪器电量低，该如何正确为其充电？,0.72395,健身追踪器手册,健身追踪器手册.txt,设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。,4,0,manual_健身追踪器手册_s4_c0,Manual16_3,# 设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。 <PIC>[Manual16_3] 开始操作： 1. 下载应用 2. 安装应用并打开。 3. 点击登录，然后按照屏幕上的说明完成设备设置。 设置完成后，通读指
133,1,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,0.734456,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
133,2,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,0.719394,健身追踪器手册,健身追踪器手册.txt,高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。,62,0,manual_健身追踪器手册_s62_c0,,# 高级健康指标 在健身追踪器应用中通过健康指标更了解自己。此功能帮你查看健身追踪器设备长期追踪的关键指标，了解趋势和变化。 指标包括： 血氧饱和度（SpO2） 皮肤温度变化 心率变异性 静息心率 呼吸频率 注意：此功能不用于诊断或治疗任何疾病，不应用于任何医疗目的。旨在提供有助你管理健康的信息。如对健康有任何疑虑，请
133,3,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,0.718349,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
133,4,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,0.71704,健身追踪器手册,健身追踪器手册.txt,操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。,13,0,manual_健身追踪器手册_s13_c0,,# 操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。 通过轻点屏幕、左右上下滑动或按下按钮操作健身追踪器。为节省电量，不使用时手表屏幕会熄灭，除非你开启常亮显示设置。如需更多信息，请参阅第23页“调整常亮显示”。
133,5,为了让健身追踪器性能更佳，日常佩戴和运动时该将其佩戴在什么位置？,0.717031,健身追踪器手册,健身追踪器手册.txt,设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。,4,0,manual_健身追踪器手册_s4_c0,Manual16_3,# 设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。 <PIC>[Manual16_3] 开始操作： 1. 下载应用 2. 安装应用并打开。 3. 点击登录，然后按照屏幕上的说明完成设备设置。 设置完成后，通读指
134,1,我的健身追踪器表带太紧了，该如何扣紧表带？,0.705256,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
134,2,我的健身追踪器表带太紧了，该如何扣紧表带？,0.678338,健身追踪器手册,健身追踪器手册.txt,开始使用 认识健身追踪器 健身追踪器——一款旨在帮你减轻压力、改善睡眠、更健康生活的智能手表。请花点时间阅读我们完整的安全信息。,2,0,manual_健身追踪器手册_s2_c0,fitness_trackers_01|fitness_trackers_02|fitness_trackers_03,# 开始使用 认识健身追踪器 健身追踪器——一款旨在帮你减轻压力、改善睡眠、更健康生活的智能手表。请花点时间阅读我们完整的安全信息。 健身追踪器不用于提供医疗或科学数据。 # 包装盒内含物品 你的健身追踪器包装盒包含： 配有小号表带的手表（颜色和材质仅供参考） <PIC>[fitness_trackers_01]充电线
134,3,我的健身追踪器表带太紧了，该如何扣紧表带？,0.677508,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
134,4,我的健身追踪器表带太紧了，该如何扣紧表带？,0.672305,健身追踪器手册,健身追踪器手册.txt,开始使用 包装盒内含物品,1,0,manual_健身追踪器手册_s1_c0,,# 开始使用 包装盒内含物品 为手表充电 8 设置健身追踪器 9 在健身追踪器应用中查看你的数据
134,5,我的健身追踪器表带太紧了，该如何扣紧表带？,0.669981,空调手册,空调手册.txt,高级功能,50,0,manual_空调手册_s50_c0,,# 高级功能 本空调配备多种实用的高级功能。
135,1,我想取下健身追踪器，该如何正确拆卸表带？,0.801017,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
135,2,我想取下健身追踪器，该如何正确拆卸表带？,0.739897,相机手册,相机手册.txt,■ 电池寿命 正常温度下，电池可重复充电约300次。,53,0,manual_相机手册_s53_c0,,# ■ 电池寿命 正常温度下，电池可重复充电约300次。 电池续航时间明显缩短时，说明已达到使用寿命，应更换。
135,3,我想取下健身追踪器，该如何正确拆卸表带？,0.736289,健身追踪器手册,健身追踪器手册.txt,操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。,13,0,manual_健身追踪器手册_s13_c0,,# 操作健身追踪器 健身追踪器配备彩色AMOLED触摸屏和1个按钮。 通过轻点屏幕、左右上下滑动或按下按钮操作健身追踪器。为节省电量，不使用时手表屏幕会熄灭，除非你开启常亮显示设置。如需更多信息，请参阅第23页“调整常亮显示”。
135,4,我想取下健身追踪器，该如何正确拆卸表带？,0.726067,健身追踪器手册,健身追踪器手册.txt,设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。,4,0,manual_健身追踪器手册_s4_c0,Manual16_3,# 设置健身追踪器 通过适用于iPhone、iPad或安卓手机的健身追踪器应用设置健身追踪器。健身追踪器应用兼容大多数主流手机。请访问官网查看你的手机是否兼容。 <PIC>[Manual16_3] 开始操作： 1. 下载应用 2. 安装应用并打开。 3. 点击登录，然后按照屏幕上的说明完成设备设置。 设置完成后，通读指
135,5,我想取下健身追踪器，该如何正确拆卸表带？,0.721806,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
136,1,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,0.74438,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
136,2,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,0.733849,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
136,3,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,0.732913,健身追踪器手册,健身追踪器手册.txt,追踪经期 在手表上添加经期健康卡片，查看周期或直接记录经期。从时钟界面左右滑动找到经期健康卡片。显示当前周期。点击记录，按照提示操作即可。,56,0,manual_健身追踪器手册_s56_c0,,# 追踪经期 在手表上添加经期健康卡片，查看周期或直接记录经期。从时钟界面左右滑动找到经期健康卡片。显示当前周期。点击记录，按照提示操作即可。 如需更多信息，请参阅相关帮助文章。
136,4,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,0.719991,健身追踪器手册,健身追踪器手册.txt,追踪睡眠 佩戴健身追踪器睡觉，可自动追踪基本睡眠数据，包括睡眠时间、睡眠阶段（快速眼动、浅睡眠和深睡眠时长）和睡眠评分（睡眠质量）。,51,0,manual_健身追踪器手册_s51_c0,,# 追踪睡眠 佩戴健身追踪器睡觉，可自动追踪基本睡眠数据，包括睡眠时间、睡眠阶段（快速眼动、浅睡眠和深睡眠时长）和睡眠评分（睡眠质量）。 健身追踪器还会追踪你夜间的估算血氧变化，帮你发现潜在的呼吸紊乱；以及皮肤温度，查看与个人基准的差异；还有血氧饱和度（SpO2）水平，估算血液中的氧气含量。 查看睡眠数据：醒来后同步手
136,5,我听说可以操作健身追踪器的界面，具体该遵循哪些步骤？,0.716532,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
137,1,健身追踪器能对手机的通知实现哪些功能？,0.857447,健身追踪器手册,健身追踪器手册.txt,佩戴手腕 为提高准确性，你必须指定将健身追踪器佩戴在惯用手还是非惯用手上。惯用手是你写字和吃饭用的手。,9,0,manual_健身追踪器手册_s9_c0,,"# 佩戴手腕 为提高准确性，你必须指定将健身追踪器佩戴在惯用手还是非惯用手上。惯用手是你写字和吃饭用的手。 初始状态下，手腕设置默认为非惯用手。如果你将健身追踪器戴在惯用手上，请在健身追踪器应用中更改手腕设置： 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片 , 手腕 , 惯用手。"
137,2,健身追踪器能对手机的通知实现哪些功能？,0.820517,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
137,3,健身追踪器能对手机的通知实现哪些功能？,0.818821,健身追踪器手册,健身追踪器手册.txt,手机通知 健身追踪器可显示手机的来电、短信、日历和应用通知，让你随时掌握信息。保持手表与手机距离在30英尺以内即可接收通知。,33,0,manual_健身追踪器手册_s33_c0,,# 手机通知 健身追踪器可显示手机的来电、短信、日历和应用通知，让你随时掌握信息。保持手表与手机距离在30英尺以内即可接收通知。
137,4,健身追踪器能对手机的通知实现哪些功能？,0.803949,健身追踪器手册,健身追踪器手册.txt,"设置通知 确认手机蓝牙已开启，且手机可接收通知（通常在设置 , 通知下）。然后设置通知： 1. 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片。",34,0,manual_健身追踪器手册_s34_c0,,"# 设置通知 确认手机蓝牙已开启，且手机可接收通知（通常在设置 , 通知下）。然后设置通知： 1. 在健身追踪器应用的今日页面，点击左上角图标 > 健身追踪器卡片。"
137,5,健身追踪器能对手机的通知实现哪些功能？,0.80319,健身追踪器手册,健身追踪器手册.txt,"手腕接打电话 设置手腕接打功能：在手机健身追踪器应用的今日页面，点击左上角图标 , 设备图片 , 手腕通话。按照以下说明完成设置。",39,0,manual_健身追踪器手册_s39_c0,,"# 手腕接打电话 设置手腕接打功能：在手机健身追踪器应用的今日页面，点击左上角图标 , 设备图片 , 手腕通话。按照以下说明完成设置。"
138,1,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,0.732488,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
138,2,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,0.698106,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
138,3,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,0.695333,健身追踪器手册,健身追踪器手册.txt,解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察,5,0,manual_健身追踪器手册_s5_c0,,# 解锁健身追踪器高级版 健身追踪器高级版是健身追踪器应用中的个性化资源，助你保持活力、良好睡眠和管理压力。高级订阅包含根据你的健康和健身目标定制的计划、个性化洞察 、数百种健身品牌课程、引导式冥想等。 用户可在健身追踪器应用中兑换健身追踪器高级版试用订阅。 如需更多信息，请参阅相关帮助文章。
138,4,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,0.689682,健身追踪器手册,健身追踪器手册.txt,开始使用 认识健身追踪器 健身追踪器——一款旨在帮你减轻压力、改善睡眠、更健康生活的智能手表。请花点时间阅读我们完整的安全信息。,2,0,manual_健身追踪器手册_s2_c0,fitness_trackers_01|fitness_trackers_02|fitness_trackers_03,# 开始使用 认识健身追踪器 健身追踪器——一款旨在帮你减轻压力、改善睡眠、更健康生活的智能手表。请花点时间阅读我们完整的安全信息。 健身追踪器不用于提供医疗或科学数据。 # 包装盒内含物品 你的健身追踪器包装盒包含： 配有小号表带的手表（颜色和材质仅供参考） <PIC>[fitness_trackers_01]充电线
138,5,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,0.684105,健身追踪器手册,健身追踪器手册.txt,开始使用 包装盒内含物品,1,0,manual_健身追踪器手册_s1_c0,,# 开始使用 包装盒内含物品 为手表充电 8 设置健身追踪器 9 在健身追踪器应用中查看你的数据
139,1,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,0.695636,健身追踪器手册,健身追踪器手册.txt,分享活动 运动结束后，打开健身追踪器应用与家人朋友分享你的数据。,72,0,manual_健身追踪器手册_s72_c0,,# 分享活动 运动结束后，打开健身追踪器应用与家人朋友分享你的数据。 如需更多信息，请参阅相关帮助文章。
139,2,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,0.665924,健身追踪器手册,健身追踪器手册.txt,佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。,6,0,manual_健身追踪器手册_s6_c0,,# 佩戴健身追踪器 将健身追踪器佩戴在手腕上。如需更换不同尺寸的表带，或购买了其他表带，请参阅第14页“更换表带”说明。
139,3,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,0.66068,健身追踪器手册,健身追踪器手册.txt,运动与心脏健康 通过运动应用自动追踪运动或记录活动，查看实时数据和运动后摘要。,63,0,manual_健身追踪器手册_s63_c0,,# 运动与心脏健康 通过运动应用自动追踪运动或记录活动，查看实时数据和运动后摘要。 在健身追踪器应用中与家人朋友分享活动，查看整体健身水平与同龄人的对比等。
139,4,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,0.651589,健身追踪器手册,健身追踪器手册.txt,故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。,77,0,manual_健身追踪器手册_s77_c0,,# 故障排除 如健身追踪器运行异常，请参阅以下故障排除步骤。
139,5,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,0.648418,健身追踪器手册,健身追踪器手册.txt,查看压力管理评分 基于心率、运动和睡眠数据，压力管理评分帮你了解身体每日是否出现压力迹象。评分范围1-100，分数越高表示身体出现的生理压力迹象越少。,60,0,manual_健身追踪器手册_s60_c0,,# 查看压力管理评分 基于心率、运动和睡眠数据，压力管理评分帮你了解身体每日是否出现压力迹象。评分范围1-100，分数越高表示身体出现的生理压力迹象越少。 查看每日压力管理评分：佩戴手表睡觉，次日早上打开手机上的健身追踪器应用。在今日页面，点击压力管理卡片。 全天记录感受，更清楚了解身心对压力的反应。订阅健身追踪器高级
