id,rank,question,score,manual_name,source_file,section_title,section_index,chunk_index,doc_id,route,heuristic_route,result_route,image_ids,preview
166,5,我需要让发电机的发动机停机，告诉我该如何操作。,0.421591,发电机手册,发电机手册.txt,发动机及消音器可能高温发烫,8,0,manual_发电机手册_s8_c0,manual,manual,manual,generator_04|Manual18_8|Manual18_9|Manual18_10|Manual18_11,# 发动机及消音器可能高温发烫 请将发电机放置在行人或儿童不易触碰的地方。 <PIC>[generator_04]运行时避免在排气口附近放置任何易燃物品。 <PIC>[Manual18_8] 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。 <PIC>[Manual18_9] 避免在防尘罩覆
167,1,根据手册的建议，使用发电机时该如何检查火花塞？,0.419535,发电机手册,发电机手册.txt,注意,42,0,manual_发电机手册_s42_c0,manual,manual,manual,Manual18_44|Manual18_45|Manual18_46|Manual18_47|Manual18_48,# 注意 更换时仅使用发电机指定原厂配件。详情请咨询授权发电机经销商。# AE01026 火花塞检查 应定期拆卸并检查火花塞。 1. 取下盖板①。 2. 检查是否变色并清除积碳。 <PIC>[Manual18_44] 3. 检查火花塞型号及间隙。 <PIC>[Manual18_45] ⊛ 间隙 <PIC>[Manual
167,2,根据手册的建议，使用发电机时该如何检查火花塞？,0.366035,发电机手册,发电机手册.txt,使用前检查,21,0,manual_发电机手册_s21_c0,manual,manual,manual,,# 使用前检查 注：每次使用发电机前均应进行使用前检查。
167,3,根据手册的建议，使用发电机时该如何检查火花塞？,0.34,发电机手册,发电机手册.txt,使用机器前请务必完整阅读并理解本手册。,4,6,manual_发电机手册_s4_c6,manual,manual,manual,Manual18_2|Manual18_3|Manual18_4|Manual18_5|Manual18_6|Manual18_7,须经授权发电机经销商检查并重新登记，保修方可继续有效。# AE00062 重要标签位置 使用机器前请仔细阅读以下标签。 注：请根据需要维护或更换安全及说明标签。 <PIC>[Manual18_2] ① <PIC>[Manual18_3] ② <PIC>[Manual18_4] ③⑤ <PIC>[Manual18_5] 
167,4,根据手册的建议，使用发电机时该如何检查火花塞？,0.3384,发电机手册,发电机手册.txt,使用机器前请务必完整阅读并理解本手册。,4,0,manual_发电机手册_s4_c0,manual,manual,manual,,# 使用机器前请务必完整阅读并理解本手册。 # 注意：发电机厂商持续致力于产品设计与品质的改进。因此，尽管本手册包含印刷时最新的产品信息，但您的发动机与手册内容可能存在细微差异。如对本手册有任何疑问，请咨询发电机经销商。本手册应视为发动机的永久组成部分，转售时应随机器一并移交。本手册中特别重要的信息通过以下标识区分： 
167,5,根据手册的建议，使用发电机时该如何检查火花塞？,0.3334,发电机手册,发电机手册.txt,发动机,58,0,manual_发电机手册_s58_c0,manual,manual,manual,Manual18_69,# 发动机 1. 拆下火花塞，向火花塞孔内注入约一汤匙SAE 10W30或20W40发动机油，重新安装火花塞。关闭点火开关，拉动反冲启动器数次，使机油覆盖气缸壁。 2. 拉动反冲启动器至感觉有压缩力时停止，防止气缸及阀门生锈。 3. 清洁发电机外部并涂抹防锈剂。 4. 将发电机存放在干燥、通风良好的地方，并盖上防护罩。
168,1,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,0.508528,发电机手册,发电机手册.txt,AE00431 化油器调节,43,0,manual_发电机手册_s43_c0,manual,manual,manual,Manual18_49|Manual18_50|generator_25|generator_26|Manual18_51,# AE00431 化油器调节 化油器是发动机的关键部件，建议由具备专业知识、专用数据及设备的发电机经销商进行正确调节。# AE01096 发动机机油更换 1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，顺时针拧紧油箱盖通气旋钮。 2. 取下盖板①。 <PIC>[Manual18_49
168,2,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,0.493425,发电机手册,发电机手册.txt,发动机机油,25,0,manual_发电机手册_s25_c0,manual,manual,manual,generator_17|generator_18|generator_19|Manual18_23,# 发动机机油 确认发动机机油处于机油加注口上限位置，必要时添加。 <PIC>[generator_17]① 上限 <PIC>[generator_18]# 注： 推荐发动机机油等级：API标准 SE级或SF级。 <PIC>[generator_19]# 注意 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。
168,3,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,0.485214,发电机手册,发电机手册.txt,发动机,58,0,manual_发电机手册_s58_c0,manual,manual,manual,Manual18_69,# 发动机 1. 拆下火花塞，向火花塞孔内注入约一汤匙SAE 10W30或20W40发动机油，重新安装火花塞。关闭点火开关，拉动反冲启动器数次，使机油覆盖气缸壁。 2. 拉动反冲启动器至感觉有压缩力时停止，防止气缸及阀门生锈。 3. 清洁发电机外部并涂抹防锈剂。 4. 将发电机存放在干燥、通风良好的地方，并盖上防护罩。
168,4,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,0.47046,发电机手册,发电机手册.txt,注：,28,0,manual_发电机手册_s28_c0,manual,manual,manual,Manual18_23,# 注： 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 ① 上限 <PIC>[Manual18_23] AE01022
168,5,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,0.450312,发电机手册,发电机手册.txt,AE00431 化油器调节,43,1,manual_发电机手册_s43_c1,manual,manual,manual,Manual18_51|Manual18_52|Manual18_53,generator_26]6. 添加发动机机油至上限位置。 ① 上限 <PIC>[Manual18_51] 注：推荐发动机机油等级：API标准 SE级或SF级。 <PIC>[Manual18_52] <PIC>[Manual18_53] 7. 从机油加注口拆下放油接头。# 注意 确保无异物进入曲轴箱。 8. 安装机油加
169,1,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,0.36431,发电机手册,发电机手册.txt,空气滤清器,47,0,manual_发电机手册_s47_c0,manual,manual,manual,Manual18_62|Manual18_63|Manual18_64,# 空气滤清器 1. 取下盖板①。 <PIC>[Manual18_62] 2. 松开固定空气滤清器盖⊛的卡箍○。 <PIC>[Manual18_63] 3. 取下空气滤清器盖及滤芯④。 4. 用溶剂清洗滤芯并晾干。 5. 给滤芯上油并挤出多余机油，滤芯应湿润但不滴油。 推荐机油：泡沫空气滤清器专用油或SAE 20号发动
169,2,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,0.32768,发电机手册,发电机手册.txt,注意,48,0,manual_发电机手册_s48_c0,manual,manual,manual,,# 注意 发动机严禁无滤芯运行，否则会导致活塞及气缸过度磨损。# 警告 使用溶剂时严禁吸烟或靠近明火。 7. 将空气滤清器盖装回原位并安装卡箍。 8. 安装盖板。
169,3,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,0.320889,发电机手册,发电机手册.txt,开始保养作业前请先停机。,41,0,manual_发电机手册_s41_c0,manual,manual,manual,Manual18_42|Manual18_43,# 开始保养作业前请先停机。 <PIC>[Manual18_42] *：建议由发电机经销商进行保养。**：与排放控制系统相关。<PIC>[Manual18_43] *：建议由发电机经销商进行保养。**：与排放控制系统相关。
169,4,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,0.31741,发电机手册,发电机手册.txt,注意,42,0,manual_发电机手册_s42_c0,manual,manual,manual,Manual18_44|Manual18_45|Manual18_46|Manual18_47|Manual18_48,# 注意 更换时仅使用发电机指定原厂配件。详情请咨询授权发电机经销商。# AE01026 火花塞检查 应定期拆卸并检查火花塞。 1. 取下盖板①。 2. 检查是否变色并清除积碳。 <PIC>[Manual18_44] 3. 检查火花塞型号及间隙。 <PIC>[Manual18_45] ⊛ 间隙 <PIC>[Manual
169,5,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,0.316121,发电机手册,发电机手册.txt,AE00785 发电机不发电,53,0,manual_发电机手册_s53_c0,manual,manual,manual,Manual18_66,# AE00785 发电机不发电 2 安全装置（交流）处于“关闭”……停机后重新启动。2 安全装置（直流保护器）处于“关闭”……按下复位直流保护器。# AE00515 <PIC>[Manual18_66]
170,1,如果发电机的发动机无法启动，我该怎么办？,0.526506,发电机手册,发电机手册.txt,发动机无法启动,52,0,manual_发电机手册_s52_c0,manual,manual,manual,generator_28|generator_29|Manual18_65,# 发动机无法启动 1. 燃油系统 燃油未输送至燃烧室。 2 油箱无油……添加燃油。 <PIC>[generator_28]2 油箱有油……• 油箱盖通气旋钮置于“开启”（逆时针旋转1圈）。• 燃油开关旋钮置于“开启”。2 燃油管路堵塞……清洁燃油管路。2 化油器堵塞……清洁化油器。 <PIC>[generator_2
170,2,如果发电机的发动机无法启动，我该怎么办？,0.47809,发电机手册,发电机手册.txt,注：,28,0,manual_发电机手册_s28_c0,manual,manual,manual,Manual18_23,# 注： 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 ① 上限 <PIC>[Manual18_23] AE01022
170,3,如果发电机的发动机无法启动，我该怎么办？,0.458758,发电机手册,发电机手册.txt,发动机机油,25,0,manual_发电机手册_s25_c0,manual,manual,manual,generator_17|generator_18|generator_19|Manual18_23,# 发动机机油 确认发动机机油处于机油加注口上限位置，必要时添加。 <PIC>[generator_17]① 上限 <PIC>[generator_18]# 注： 推荐发动机机油等级：API标准 SE级或SF级。 <PIC>[generator_19]# 注意 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。
170,4,如果发电机的发动机无法启动，我该怎么办？,0.455159,发电机手册,发电机手册.txt,发动机,58,0,manual_发电机手册_s58_c0,manual,manual,manual,Manual18_69,# 发动机 1. 拆下火花塞，向火花塞孔内注入约一汤匙SAE 10W30或20W40发动机油，重新安装火花塞。关闭点火开关，拉动反冲启动器数次，使机油覆盖气缸壁。 2. 拉动反冲启动器至感觉有压缩力时停止，防止气缸及阀门生锈。 3. 清洁发电机外部并涂抹防锈剂。 4. 将发电机存放在干燥、通风良好的地方，并盖上防护罩。
170,5,如果发电机的发动机无法启动，我该怎么办？,0.446772,发电机手册,发电机手册.txt,AE00785 发电机不发电,53,0,manual_发电机手册_s53_c0,manual,manual,manual,Manual18_66,# AE00785 发电机不发电 2 安全装置（交流）处于“关闭”……停机后重新启动。2 安全装置（直流保护器）处于“关闭”……按下复位直流保护器。# AE00515 <PIC>[Manual18_66]
171,1,我需要将发电机的燃油排空，该如何正确操作？,0.349553,发电机手册,发电机手册.txt,排空燃油,55,0,manual_发电机手册_s55_c0,manual,manual,manual,,# 排空燃油 1. 打开油箱盖，使用市售手动虹吸管将油箱内燃油排入合格汽油容器，然后装回油箱盖。
171,2,我需要将发电机的燃油排空，该如何正确操作？,0.344107,发电机手册,发电机手册.txt,燃油高度易燃且有毒,7,0,manual_发电机手册_s7_c0,manual,manual,manual,generator_20|generator_21|generator_03,# 燃油高度易燃且有毒 加油时务必关闭发动机。 <PIC>[generator_20]加油时严禁吸烟或靠近明火。 <PIC>[generator_21]加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，
171,3,我需要将发电机的燃油排空，该如何正确操作？,0.342196,发电机手册,发电机手册.txt,AE00431 化油器调节,43,0,manual_发电机手册_s43_c0,manual,manual,manual,Manual18_49|Manual18_50|generator_25|generator_26|Manual18_51,# AE00431 化油器调节 化油器是发动机的关键部件，建议由具备专业知识、专用数据及设备的发电机经销商进行正确调节。# AE01096 发动机机油更换 1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，顺时针拧紧油箱盖通气旋钮。 2. 取下盖板①。 <PIC>[Manual18_49
171,4,我需要将发电机的燃油排空，该如何正确操作？,0.339546,发电机手册,发电机手册.txt,发动机,58,0,manual_发电机手册_s58_c0,manual,manual,manual,Manual18_69,# 发动机 1. 拆下火花塞，向火花塞孔内注入约一汤匙SAE 10W30或20W40发动机油，重新安装火花塞。关闭点火开关，拉动反冲启动器数次，使机油覆盖气缸壁。 2. 拉动反冲启动器至感觉有压缩力时停止，防止气缸及阀门生锈。 3. 清洁发电机外部并涂抹防锈剂。 4. 将发电机存放在干燥、通风良好的地方，并盖上防护罩。
171,5,我需要将发电机的燃油排空，该如何正确操作？,0.337399,发电机手册,发电机手册.txt,燃油,23,0,manual_发电机手册_s23_c0,manual,manual,manual,generator_12|generator_13,# 燃油 确认油箱内燃油充足。 推荐燃油：无铅汽油 油箱容量：总计2.5升（0.55英制加仑，0.66美制加仑） <PIC>[generator_12] 本发电机发动机设计使用泵法辛烷值((R+M)/2)86及以上或研究法辛烷值91及以上的普通无铅汽油。 <PIC>[generator_13]
172,1,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,0.430739,发电机手册,发电机手册.txt,注意,32,0,manual_发电机手册_s32_c0,manual,manual,manual,,# 注意 务必确保总负载在发电机额定输出范围内，否则会损坏发电机。部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器。使用便携式发电机为该类设备供电前，请咨询精密设备供应商。# AE01023 接线 交流电（AC）
172,2,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,0.338861,发电机手册,发电机手册.txt,注：,36,0,manual_发电机手册_s36_c0,manual,manual,manual,,# 注： 停机后重新启动，发电机交流输出将自动复位。使用压缩机、潜水泵等启动电流较大的电气设备时，过载指示灯可能在启动初期亮起数秒，此非故障。# AE01100 电池充电 发电机直流额定电压为12V。 1. 将充电线在提手上缠绕2至3圈，插入直流插座。
172,3,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,0.328686,发电机手册,发电机手册.txt,AE00091 接线说明,11,0,manual_发电机手册_s11_c0,manual,manual,manual,,# AE00091 接线说明 发电机接入建筑物电气系统前，必须由持证电工在建筑物主配电箱内安装隔离（转换）开关。该开关为发电机电源的接入点，可选择使用发电机电源或市电电源为建筑物供电。这可防止市电故障或断电检修时发电机向市电线路反送电。反送电可能导致线路维修人员触电或受伤。若未安装隔离开关，恢复正常供电时还可能损坏发电
172,4,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,0.323701,发电机手册,发电机手册.txt,防止触电,9,0,manual_发电机手册_s9_c0,manual,manual,manual,Manual18_12|Manual18_13|Manual18_14|Manual18_15,# 防止触电 切勿在雨雪中运行发动机。 <PIC>[Manual18_12]切勿湿手触碰发电机，否则会触电。 <PIC>[Manual18_13]务必对发电机进行接地。 注：使用足够载流量的接地导线。 <PIC>[Manual18_14] ① 导线直径 <PIC>[Manual18_15] AE00088
172,5,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,0.321725,发电机手册,发电机手册.txt,接地,26,0,manual_发电机手册_s26_c0,manual,manual,manual,Manual18_22,# 接地 务必对发电机进行接地。详见第5页“安全信息”。 <PIC>[Manual18_22] AE00955
173,1,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,0.53002,摩托艇手册,摩托艇手册.txt,如何使用本练习指南 以下是各类速度的说明：,3,0,manual_摩托艇手册_s3_c0,manual,unknown,manual,Manual40_1|Manual40_2|Manual40_3,# 如何使用本练习指南 以下是各类速度的说明： “拖曳速度”为最低操控速度，几乎不加油门。艇体沉入水中，无尾流。 <PIC>[Manual40_1] “半滑航速度”为中等速度，艇首略微抬离水面，但仍在水中行驶，产生尾流。 <PIC>[Manual40_2] “滑航速度”为较快速度，艇体更平稳，在水面滑行，产生尾流。 <
173,2,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,0.522172,摩托艇手册,摩托艇手册.txt,练习5：半滑航速度操控,33,0,manual_摩托艇手册_s33_c0,manual,unknown,manual,,# 练习5：半滑航速度操控
173,3,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,0.50634,摩托艇手册,摩托艇手册.txt,练习7：滑航速度操作,51,0,manual_摩托艇手册_s51_c0,manual,unknown,manual,,# 练习7：滑航速度操作
173,4,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,0.492302,摩托艇手册,摩托艇手册.txt,训练1：滑航速度转向 1. 加速至滑航速度，然后转向。 2. 练习左右转向画椭圆。 3. 重复训练，从平缓转向、低速开始，随技能与信心提升逐步增加难度。,55,0,manual_摩托艇手册_s55_c0,manual,unknown,manual,Manual40_26,# 训练1：滑航速度转向 1. 加速至滑航速度，然后转向。 2. 练习左右转向画椭圆。 3. 重复训练，从平缓转向、低速开始，随技能与信心提升逐步增加难度。 你会发现艇体转向方式与半滑航速度时不同。 <PIC>[Manual40_26] 滑航速度下，艇体在给定速度下的转向角度有限。 车把转向过度时，艇体可能开始侧滑，无
173,5,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,0.487336,摩托艇手册,摩托艇手册.txt,训练1：停车 1. 加速至滑航速度，松开油门手柄直至停止。 2. 按图示以拖曳速度转向。 3. 重复训练，逐步提高最大速度。,48,0,manual_摩托艇手册_s48_c0,manual,unknown,manual,,# 训练1：停车 1. 加速至滑航速度，松开油门手柄直至停止。 2. 按图示以拖曳速度转向。 3. 重复训练，逐步提高最大速度。
174,1,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,0.39997,摩托艇手册,摩托艇手册.txt,目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。,21,0,manual_摩托艇手册_s21_c0,manual,manual,manual,,# 目标： 本练习训练你落水后在深水中登艇，以及扶正倾覆的摩托艇。重复练习直至能轻松完成。
174,2,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,0.354034,摩托艇手册,摩托艇手册.txt,操作方法： 将摩托艇放入水中，在无杂草或杂物、水深至少60厘米（2英尺）的水域中练习，站立在艇旁操作。 切勿在水深不足60厘米（2英尺）的水域操作，否则石子或沙,14,0,manual_摩托艇手册_s14_c0,manual,manual,manual,,# 操作方法： 将摩托艇放入水中，在无杂草或杂物、水深至少60厘米（2英尺）的水域中练习，站立在艇旁操作。 切勿在水深不足60厘米（2英尺）的水域操作，否则石子或沙 子可能被吸入喷射口，导致叶轮损坏或发动机过热。
174,3,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,0.338279,摩托艇手册,摩托艇手册.txt,摩托艇 驾驶练习指南,0,0,manual_摩托艇手册_s0_c0,manual,manual,manual,,# 摩托艇 驾驶练习指南
174,4,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,0.335787,摩托艇手册,摩托艇手册.txt,技能： 深水登艇与静止平衡。,22,0,manual_摩托艇手册_s22_c0,manual,manual,manual,,# 技能： 深水登艇与静止平衡。
174,5,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,0.33448,摩托艇手册,摩托艇手册.txt,训练3：操作姿势 将摩托艇停在陆地，发动机关闭状态下登艇，熟悉《用户/操作手册》中描述的正确操作姿势。然后双眼直视前方，找到每个操控装置并确认使用方法。重复训练,10,0,manual_摩托艇手册_s10_c0,manual,manual,manual,,# 训练3：操作姿势 将摩托艇停在陆地，发动机关闭状态下登艇，熟悉《用户/操作手册》中描述的正确操作姿势。然后双眼直视前方，找到每个操控装置并确认使用方法。重复训练 直至熟练掌握操控装置。
175,1,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,0.424379,摩托艇手册,摩托艇手册.txt,训练1：滑航速度转向 1. 加速至滑航速度，然后转向。 2. 练习左右转向画椭圆。 3. 重复训练，从平缓转向、低速开始，随技能与信心提升逐步增加难度。,55,0,manual_摩托艇手册_s55_c0,manual,unknown,manual,Manual40_26,# 训练1：滑航速度转向 1. 加速至滑航速度，然后转向。 2. 练习左右转向画椭圆。 3. 重复训练，从平缓转向、低速开始，随技能与信心提升逐步增加难度。 你会发现艇体转向方式与半滑航速度时不同。 <PIC>[Manual40_26] 滑航速度下，艇体在给定速度下的转向角度有限。 车把转向过度时，艇体可能开始侧滑，无
175,2,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,0.411581,摩托艇手册,摩托艇手册.txt,目标： 本练习教你了解高速下滑航速度的艇体感受与操作，展示高速急转弯导致艇体侧滑或部分自旋的情况。,52,0,manual_摩托艇手册_s52_c0,manual,unknown,manual,,# 目标： 本练习教你了解高速下滑航速度的艇体感受与操作，展示高速急转弯导致艇体侧滑或部分自旋的情况。
175,3,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,0.40808,摩托艇手册,摩托艇手册.txt,练习7：滑航速度操作,51,0,manual_摩托艇手册_s51_c0,manual,unknown,manual,,# 练习7：滑航速度操作
175,4,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,0.406509,摩托艇手册,摩托艇手册.txt,提示： 在此速度下急转弯时，转向同时必须加大油门。,43,0,manual_摩托艇手册_s43_c0,manual,unknown,manual,,# 提示： 在此速度下急转弯时，转向同时必须加大油门。
175,5,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,0.406057,摩托艇手册,摩托艇手册.txt,目标： 本练习让你熟悉拖曳速度下摩托艇的操控特性，教授靠岸、停靠码头或接近物体时使用的技巧。,28,0,manual_摩托艇手册_s28_c0,manual,unknown,manual,,# 目标： 本练习让你熟悉拖曳速度下摩托艇的操控特性，教授靠岸、停靠码头或接近物体时使用的技巧。
176,1,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,0.334282,摩托艇手册,摩托艇手册.txt,摩托艇 驾驶练习指南,0,0,manual_摩托艇手册_s0_c0,manual,unknown,manual,,# 摩托艇 驾驶练习指南
176,2,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,0.328644,摩托艇手册,摩托艇手册.txt,训练1：半滑航速度前进与大椭圆转向 1. 逐渐加速至半滑航速度，保持速度平稳右转。 2. 重复训练，平稳左转。 3. 重复训练，前进并转向完成完整椭圆。,39,0,manual_摩托艇手册_s39_c0,manual,unknown,manual,Manual40_22,# 训练1：半滑航速度前进与大椭圆转向 1. 逐渐加速至半滑航速度，保持速度平稳右转。 2. 重复训练，平稳左转。 3. 重复训练，前进并转向完成完整椭圆。 <PIC>[Manual40_22]
176,3,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,0.323338,摩托艇手册,摩托艇手册.txt,训练1：搭载乘客登艇、加速与操控 1. 按练习3方法登艇，跨坐座位。 <PIC>[Manual40_31] 2. 双手紧握车把，双脚放在脚坑底板。 3.,64,0,manual_摩托艇手册_s64_c0,manual,unknown,manual,Manual40_31|Manual40_32|Manual40_33|Manual40_34,# 训练1：搭载乘客登艇、加速与操控 1. 按练习3方法登艇，跨坐座位。 <PIC>[Manual40_31] 2. 双手紧握车把，双脚放在脚坑底板。 3. 让乘客登艇并跨坐座位，多名乘客按同样顺序登艇。 <PIC>[Manual40_32] <PIC>[Manual40_33] 4. 确认所有乘客正确就座、双脚在脚坑
176,4,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,0.321748,摩托艇手册,摩托艇手册.txt,重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他,2,0,manual_摩托艇手册_s2_c0,manual,unknown,manual,Manual40_0,# 重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他 事故类型。 <PIC>[Manual40_0] 避免碰撞： 持续观察周围人员、物体及其他船只。留意影响视线或遮挡视野的环境状况。 以安全速度谨慎驾驶，与人
176,5,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,0.317338,摩托艇手册,摩托艇手册.txt,重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他,2,2,manual_摩托艇手册_s2_c2,manual,unknown,manual,,性能可能与你驾驶过的其他个人摩托艇或船只不同。本手册中的驾驶练习步骤将帮助你熟悉掌握摩托艇所需的基本技巧。 记住，你需要学习安全驾驶所需的技能并培养良好判断力。 本指南的目的是通过练习关键技能帮助你入门。你应反复练习每项操作直至熟练自如，再进行下一项练习。 每项练习都建立在已学技能之上，切勿跳步练习。 这些练习旨在让你
177,1,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,0.365713,摩托艇手册,摩托艇手册.txt,技能： 油门控制与中低速转向。,35,0,manual_摩托艇手册_s35_c0,manual,unknown,manual,,# 技能： 油门控制与中低速转向。
177,2,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,0.342682,摩托艇手册,摩托艇手册.txt,重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他,2,1,manual_摩托艇手册_s2_c1,manual,unknown,manual,,智能减速电子倒挡（RiDE）手柄快速减速，以及其他让他人难以避让或判断你行驶方向的操作。RiDE系统是控制发动机转速与倒挡闸门的电子系统，位于喷射推力喷嘴附近。左侧握把处的RiDE手柄可改变喷射推力方向，使摩托艇后退或进入空挡。RiDE系统在减速及低速操控（如下水、靠岸、停靠码头）时为驾驶者提供辅助。 尽早采取行动避免
177,3,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,0.342072,摩托艇手册,摩托艇手册.txt,摩托艇 驾驶练习指南,0,0,manual_摩托艇手册_s0_c0,manual,unknown,manual,,# 摩托艇 驾驶练习指南
177,4,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,0.34018,摩托艇手册,摩托艇手册.txt,转向 摩托艇通过油门与车把①配合转向。转动车把时，尾部喷射推力喷嘴②角度改变，从而改变行驶方向。 <PIC>[Manual40_20] 由于喷射推力强度决定,37,0,manual_摩托艇手册_s37_c0,manual,unknown,manual,Manual40_20,# 转向 摩托艇通过油门与车把①配合转向。转动车把时，尾部喷射推力喷嘴②角度改变，从而改变行驶方向。 <PIC>[Manual40_20] 由于喷射推力强度决定 转向速度与方向，除拖曳速度外，转向时必须始终加油门。
177,5,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,0.338044,摩托艇手册,摩托艇手册.txt,重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他,2,0,manual_摩托艇手册_s2_c0,manual,unknown,manual,Manual40_0,# 重要信息 本练习指南不能替代《用户/操作手册》或摩托艇上的标识。开始驾驶前，请务必仔细学习这些指导资料。碰撞事故造成的伤亡人数多于个人摩托艇（PWC）的任何其他 事故类型。 <PIC>[Manual40_0] 避免碰撞： 持续观察周围人员、物体及其他船只。留意影响视线或遮挡视野的环境状况。 以安全速度谨慎驾驶，与人
178,1,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,0.479053,摩托艇手册,摩托艇手册.txt,目标： 本练习让你熟悉拖曳速度下摩托艇的操控特性，教授靠岸、停靠码头或接近物体时使用的技巧。,28,0,manual_摩托艇手册_s28_c0,manual,manual,manual,,# 目标： 本练习让你熟悉拖曳速度下摩托艇的操控特性，教授靠岸、停靠码头或接近物体时使用的技巧。
