id,question,keywords,matched_keywords,keyword_coverage,result_count,top1_score,avg_score,top_manuals,top_image_ids,hit_quality
331,"If I need to manipulate the two kinds of engine switches on the jetski, what should I do?",if|i|need|to|manipulate|the|two|kinds|of|engine|switches|on|jetski|what|should|do,,0.0,0,0.0,0.0,,,empty
332,"There are two kinds of levers on the jetski, how to manipulate them?",there|are|two|kinds|of|levers|on|the|jetski|how|to|manipulate|them,,0.0,0,0.0,0.0,,,empty
333,What information should I obtain about Quick Shift Trim System (QSTS) selector when using my jetski,what|information|should|i|obtain|about|quick|shift|trim|system|qsts|selector|when|using|my|jetski,,0.0,0,0.0,0.0,,,empty
334,What do fuel meter and hour meter on my jetski do?,what|do|fuel|meter|and|hour|on|my|jetski,,0.0,0,0.0,0.0,,,empty
344,Inspecting fuel filter and fuel tank of my jetski is important. How to do that?,inspecting|fuel|filter|and|tank|of|my|jetski|is|important|how|to|do|that,,0.0,0,0.0,0.0,,,empty
345,How to adjust the adjustable sponson of my jetski if needed?,how|to|adjust|the|adjustable|sponson|of|my|jetski|if|needed,,0.0,0,0.0,0.0,,,empty
346,The intake and impeller of my jetski are dirty. How to clean them?,the|intake|and|impeller|of|my|jetski|are|dirty|how|to|clean|them,,0.0,0,0.0,0.0,,,empty
347,How to start my jetski in different situations?,how|to|start|my|jetski|in|different|situations,,0.0,0,0.0,0.0,,,empty
348,What are basic steps to board my jetski with a passenger in deep water?,what|are|basic|steps|to|board|my|jetski|with|a|passenger|in|deep|water,,0.0,0,0.0,0.0,,,empty
349,"If it is difficult to balance the jetski at a stand still, what should I do?",if|it|is|difficult|to|balance|the|jetski|at|a|stand|still|what|should|i|do,,0.0,0,0.0,0.0,,,empty
350,What is the max load of the jetski?,what|is|the|max|load|of|jetski,,0.0,0,0.0,0.0,,,empty
351,What is the overview of the base station of a landline?,what|is|the|overview|of|base|station|a|landline,,0.0,0,0.0,0.0,,,empty
352,How can you connect the base station of a landline?,how|can|you|connect|the|base|station|of|a|landline,,0.0,0,0.0,0.0,,,empty
353,How can you install the handset of a landline?,how|can|you|install|the|handset|of|a|landline,,0.0,0,0.0,0.0,,,empty
354,How can you check the battery level of a landline?,how|can|you|check|the|battery|level|of|a|landline,,0.0,0,0.0,0.0,,,empty
355,What can you do if your landline is in searching status?,what|can|you|do|if|your|landline|is|in|searching|status,,0.0,0,0.0,0.0,,,empty
356,How can you know about the current status with different LED indicator behavior on a landline?,how|can|you|know|about|the|current|status|with|different|led|indicator|behavior|on|a|landline,,0.0,0,0.0,0.0,,,empty
357,How can you know about the current status with different LED indicator behavior on the base station of a landline?,how|can|you|know|about|the|current|status|with|different|led|indicator|behavior|on|base|station|of|a|landline,,0.0,0,0.0,0.0,,,empty
358,How can you lower the roll bar of a lawn mower?,how|can|you|lower|the|roll|bar|of|a|lawn|mower,,0.0,0,0.0,0.0,,,empty
359,How can you adjust the rear-shock assemblies for a lawn mower with suspension system only?,how|can|you|adjust|the|rear-shock|assemblies|for|a|lawn|mower|with|suspension|system|only,,0.0,0,0.0,0.0,,,empty
360,How can you adjust the height of cut for a lawn mower with an electric deck lift?,how|can|you|adjust|the|height|of|cut|for|a|lawn|mower|with|an|electric|deck|lift,,0.0,0,0.0,0.0,,,empty
361,How can you load a lawn mower?,how|can|you|load|a|lawn|mower,,0.0,0,0.0,0.0,,,empty
362,How can you unload a lawn mower?,how|can|you|unload|a|lawn|mower,,0.0,0,0.0,0.0,,,empty
363,How can you change the engine oil of a lawn mower?,how|can|you|change|the|engine|oil|of|a|lawn|mower,,0.0,0,0.0,0.0,,,empty
364,How can you remove the filters of a lawn mower?,how|can|you|remove|the|filters|of|a|lawn|mower,,0.0,0,0.0,0.0,,,empty
365,How can you replace the mower belt of a lawn mower?,how|can|you|replace|the|mower|belt|of|a|lawn,,0.0,0,0.0,0.0,,,empty
366,How can you set up control of a over-the-range microwave?,how|can|you|set|up|control|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
367,How can you set the light timer of a over-the-range microwave?,how|can|you|set|the|light|timer|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
368,How can you set yout favorite recipe with a over-the-range microwave?,how|can|you|set|yout|favorite|recipe|with|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
369,How can you reheat food with a over-the-range microwave?,how|can|you|reheat|food|with|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
370,How can you use auto defrost of a over-the-range microwave?,how|can|you|use|auto|defrost|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
371,How can you clean the grease filter of a over-the-range microwave?,how|can|you|clean|the|grease|filter|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
372,How can you replace the charcoal filter of a over-the-range microwave?,how|can|you|replace|the|charcoal|filter|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
373,How can you replace the oven light of a over-the-range microwave?,how|can|you|replace|the|oven|light|of|a|over-the-range|microwave,,0.0,0,0.0,0.0,,,empty
374,How can you set the PCI Express 3.0 x16 slots of a motherboard?,how|can|you|set|the|pci|express|3|0|x16|slots|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
375,How can you set the jumpers of a motherboard?,how|can|you|set|the|jumpers|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
376,How can you set the rear panel connectors of a motherboard?,how|can|you|set|the|rear|panel|connectors|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
377,How can you set the onboard LED of a motherboard?,how|can|you|set|the|onboard|led|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
378,How can you update the BIOS file of a motherboard?,how|can|you|update|the|bios|file|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
379,How can you create RAID of a motherboard?,how|can|you|create|raid|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
380,How can you use SATA ODD & USB devices to install an operating system for a motherboard?,how|can|you|use|sata|odd|usb|devices|to|install|an|operating|system|for|a|motherboard,,0.0,0,0.0,0.0,,,empty
381,How can you secure the motherboard to the chassis?,how|can|you|secure|the|motherboard|to|chassis,,0.0,0,0.0,0.0,,,empty
382,How can you prepare the installation of Central Processing Unit (CPU) for a motherboard?,how|can|you|prepare|the|installation|of|central|processing|unit|cpu|for|a|motherboard,,0.0,0,0.0,0.0,,,empty
383,How do you know about system memory of a motherboard?,how|do|you|know|about|system|memory|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
384,How do you know about Serial port connector (10-1 pin COM) of a motherboard?,how|do|you|know|about|serial|port|connector|10-1|pin|com|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
385,How do you know about TPM connector (14-1 pin TPM) for a motherboard?,how|do|you|know|about|tpm|connector|14-1|pin|for|a|motherboard,,0.0,0,0.0,0.0,,,empty
386,How do you know about Thermal sensor connector (2-pin T_SENSOR) of a motherboard?,how|do|you|know|about|thermal|sensor|connector|2-pin|t_sensor|of|a|motherboard,,0.0,0,0.0,0.0,,,empty
387,How can you set quick release for a multi-use pressure cooker and air fryer?,how|can|you|set|quick|release|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
388,How can you set pressure cooking lid for a multi-use pressure cooker and air fryer?,how|can|you|set|pressure|cooking|lid|for|a|multi-use|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
389,How can you set float valve for a multi-use pressure cooker and air fryer?,how|can|you|set|float|valve|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
390,What do you know about anti-block shield for a multi-use pressure cooker and air fryer?,what|do|you|know|about|anti-block|shield|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
391,How can you set steam release valve for a multi-use pressure cooker and air fryer?,how|can|you|set|steam|release|valve|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
392,How can you set anti-block shield for a multi-use pressure cooker and air fryer?,how|can|you|set|anti-block|shield|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
393,How can you set silicone cap and float valve for a multi-use pressure cooker and air fryer?,how|can|you|set|silicone|cap|and|float|valve|for|a|multi-use|pressure|cooker|air|fryer,,0.0,0,0.0,0.0,,,empty
394,How can you Install the condensation collector for a multi-use pressure cooker and air fryer?,how|can|you|install|the|condensation|collector|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
395,How can you install the sealing ring for a multi-use pressure cooker and air fryer?,how|can|you|install|the|sealing|ring|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
396,How can you remove silicone sealing ring for a multi-use pressure cooker and air fryer?,how|can|you|remove|silicone|sealing|ring|for|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
397,What do you know about sealing ring of a multi-use pressure cooker and air fryer?,what|do|you|know|about|sealing|ring|of|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
398,What do you know about steam release valve of a multi-use pressure cooker and air fryer?,what|do|you|know|about|steam|release|valve|of|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
399,What do you know about quick release button of a multi-use pressure cooker and air fryer?,what|do|you|know|about|quick|release|button|of|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
400,What can you know about natural release(NRorNPR) of a multi-use pressure cooker and air fryer?,what|can|you|know|about|natural|release|nrornpr|of|a|multi-use|pressure|cooker|and|air|fryer,,0.0,0,0.0,0.0,,,empty
401,What is the robot anatomy of the vacuum?,what|is|the|robot|anatomy|of|vacuum,,0.0,0,0.0,0.0,,,empty
402,What are the two primary modes available on a vacuum cleaner that can be used to tailor its performance to meet different home cleaning needs?,what|are|the|two|primary|modes|available|on|a|vacuum|cleaner|that|can|be|used|to|tailor|its|performance|meet|different|home|cleaning|needs,,0.0,0,0.0,0.0,,,empty
403,What is the proper procedure for emptying the vacuum cleaner's bin?,what|is|the|proper|procedure|for|emptying|vacuum|cleaner|s|bin,,0.0,0,0.0,0.0,,,empty
404,What is the correct procedure for cleaning the vacuum cleaner filter?,what|is|the|correct|procedure|for|cleaning|vacuum|cleaner|filter,,0.0,0,0.0,0.0,,,empty
405,What is the proper procedure for cleaning the full bin sensors on a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|full|bin|sensors|on|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
406,What is the correct procedure for cleaning the extractors (brushes or rollers) on a vacuum cleaner?,what|is|the|correct|procedure|for|cleaning|extractors|brushes|or|rollers|on|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
407,What is the proper procedure for cleaning the sensors and charging contacts on a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|sensors|and|charging|contacts|on|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
408,What is the correct procedure for positioning the home base of a vacuum cleaner?,what|is|the|correct|procedure|for|positioning|home|base|of|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
409,What is the proper procedure for cleaning the front caster wheel of a vacuum cleaner?,what|is|the|proper|procedure|for|cleaning|front|caster|wheel|of|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
410,What is the correct procedure for cleaning the side brush of a vacuum cleaner?,what|is|the|correct|procedure|for|cleaning|side|brush|of|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
411,What is the function of the dual-mode virtual wall barrier on a vacuum cleaner?,what|is|the|function|of|dual-mode|virtual|wall|barrier|on|a|vacuum|cleaner,,0.0,0,0.0,0.0,,,empty
412,What are the troubleshooting steps if the vacuum indicates a problem?,what|are|the|troubleshooting|steps|if|vacuum|indicates|a|problem,,0.0,0,0.0,0.0,,,empty
413,What are the detailed instructions for T-rail mounting of a camera or equipment?,what|are|the|detailed|instructions|for|t-rail|mounting|of|a|camera|or|equipment,,0.0,0,0.0,0.0,,,empty
414,What are the steps to power the camera?,what|are|the|steps|to|power|camera,,0.0,0,0.0,0.0,,,empty
415,What is the proper way to use the brake lever and brake button?,what|is|the|proper|way|to|use|brake|lever|and|button,,0.0,0,0.0,0.0,,,empty
416,What are the essential preparation checks to perform before using a snowmobile?,what|are|the|essential|preparation|checks|to|perform|before|using|a|snowmobile,,0.0,0,0.0,0.0,,,empty
417,What are the detailed steps to start the engine of a snowmobile?,what|are|the|detailed|steps|to|start|engine|of|a|snowmobile,,0.0,0,0.0,0.0,,,empty
418,What is a V-BeltHolder?,what|is|a|v-beltholder,,0.0,0,0.0,0.0,,,empty
419,What are the steps to adjust the throttle cable on a snowmobile?,what|are|the|steps|to|adjust|throttle|cable|on|a|snowmobile,,0.0,0,0.0,0.0,,,empty
420,What is the proper way to use the steering system on a snowmobile?,what|is|the|proper|way|to|use|steering|system|on|a|snowmobile,,0.0,0,0.0,0.0,,,empty
421,What are the correct steps to turn using a snowmobile?,what|are|the|correct|steps|to|turn|using|a|snowmobile,,0.0,0,0.0,0.0,,,empty
422,What are the proper techniques for riding uphill on a snowmobile?,what|are|the|proper|techniques|for|riding|uphill|on|a|snowmobile,,0.0,0,0.0,0.0,,,empty
423,What are the proper techniques for riding downhill on a snowmobile?,what|are|the|proper|techniques|for|riding|downhill|on|a|snowmobile,,0.0,0,0.0,0.0,,,empty
424,What are the correct techniques for crossing a slope on a snowmobile?,what|are|the|correct|techniques|for|crossing|a|slope|on|snowmobile,,0.0,0,0.0,0.0,,,empty
425,What are the steps to inspect the spark plug on a snowmobile?,what|are|the|steps|to|inspect|spark|plug|on|a|snowmobile,,0.0,0,0.0,0.0,,,empty
426,What are the steps to clean a snowmobile?,what|are|the|steps|to|clean|a|snowmobile,,0.0,0,0.0,0.0,,,empty
427,What are the best methods for memorizing communication channels using a manual program?,what|are|the|best|methods|for|memorizing|communication|channels|using|a|manual|program,,0.0,0,0.0,0.0,,,empty
428,What are the common causes and conditions that can lead to poor reception in television or radio signals?,what|are|the|common|causes|and|conditions|that|can|lead|to|poor|reception|in|television|or|radio|signals,,0.0,0,0.0,0.0,,,empty
429,What are the steps to enable and customize captions and on-screen text settings on a television?,what|are|the|steps|to|enable|and|customize|captions|on-screen|text|settings|on|a|television,,0.0,0,0.0,0.0,,,empty
430,What are the steps to properly connect and set up an outdoor antenna for optimal signal reception?,what|are|the|steps|to|properly|connect|and|set|up|an|outdoor|antenna|for|optimal|signal|reception,,0.0,0,0.0,0.0,,,empty
431,What are the steps to properly connect a DVD player to a television or audio system for optimal performance?,what|are|the|steps|to|properly|connect|a|dvd|player|television|or|audio|system|for|optimal|performance,,0.0,0,0.0,0.0,,,empty
432,What are the key factors to check when troubleshooting technical issues or malfunctions?,what|are|the|key|factors|to|check|when|troubleshooting|technical|issues|or|malfunctions,,0.0,0,0.0,0.0,,,empty
433,What safety precautions should be followed to ensure safe operation during this process?,what|safety|precautions|should|be|followed|to|ensure|safe|operation|during|this|process,,0.0,0,0.0,0.0,,,empty
434,How do you adjust the intensity settings on an electric toothbrush to suit your oral care needs?,how|do|you|adjust|the|intensity|settings|on|an|electric|toothbrush|to|suit|your|oral|care|needs,,0.0,0,0.0,0.0,,,empty
435,What are the steps to activate and deactivate the various features on an electric toothbrush for customized usage?,what|are|the|steps|to|activate|and|deactivate|various|features|on|an|electric|toothbrush|for|customized|usage,,0.0,0,0.0,0.0,,,empty
436,"What are the steps to charge an electric toothbrush when it is inside a travel case, and how do you ensure it charges properly?",what|are|the|steps|to|charge|an|electric|toothbrush|when|it|is|inside|a|travel|case|and|how|do|you|ensure|charges|properly,,0.0,0,0.0,0.0,,,empty
