id,dominant_route,confidence,risk_level,sub_question_count,service_route_count,mixed_route_count,manual_route_count,answer_chars,image_count,has_pic_marker,has_numbered_structure,keyword_coverage,used_fallback,service_like_question,classifier_used_count,classifier_dominant_label,classifier_avg_confidence,question,answer
137,manual,0.2308,high,1,0,0,1,154,0,True,True,0.4118,False,False,1,manual,0.879,健身追踪器能对手机的通知实现哪些功能？,"根据[健身追踪器手册]，相关要点如下： 1. 在手机健身追踪器应用的今日页面，点击左上角图标 , 健身追踪器卡片 , 通知。 2. <PIC>  注意：如手机开启了勿扰设置，关闭该设置前手表不会接收通知。 3. 点击勿扰图标。所有通知（包括目标庆祝和提醒）都会关闭。 4. 关闭你不希望再在手表上接收的通知。"
138,manual,0.8235,low,1,0,0,1,197,2,True,True,0.45,False,False,1,manual,0.8672,能告诉我健身追踪器是如何追踪皮肤温度变化的吗？,根据[健身追踪器手册]，相关要点如下： 1. 查看夜间睡眠皮肤温度变化：打开手机上的健身追踪器应用。在今日页面，点击温度卡片。 2. <PIC>  注意：必须佩戴健身追踪器睡觉3晚才能看到个人皮肤温度基准。 3. 2°F 你会看到皮肤温度变化图表，以及你手动记录的任何核心温度读数。 4. 如需更多信息，请参阅相关帮助文章。请注意：此功能并非在所有地区都可用。 相关图示：<PIC> <PIC>
139,manual,0.7647,low,1,0,0,1,223,0,False,True,0.3636,False,False,1,manual,0.9156,通过运动应用，健身追踪器是如何追踪并分析我的运动情况的？,根据[健身追踪器手册]，相关要点如下： 1. 在健身追踪器应用中与家人朋友分享活动，查看整体健身水平与同龄人的对比等。 2. ，以及反映你长期睡眠行为趋势的睡眠动物。在手表上通过我的睡眠动物表盘查看专属睡眠动物。 3. 呼吸频率 注意：此功能不用于诊断或治疗任何疾病，不应用于任何医疗目的。旨在提供有助你管理健康的信息。如对健康有任何疑虑，请咨询医疗保健专业人员。如认为遭遇医疗紧急情况，请拨打急救电话。 4. 指标包括： 血氧饱和度（SpO2）
140,manual,0.7857,low,1,0,0,1,145,3,True,True,0.3571,False,False,1,manual,0.8287,健身追踪器是如何测量我的心率的？,根据[健身追踪器手册]，相关要点如下： 1. <PIC>  自定义心率区间 你可以不使用这些心率区间，而是在健身追踪器应用中创建自定义区间，针对特定心率范围 2. 踪器会提醒你。 3. 如需更多信息，请参阅相关帮助文章。 4. 保持手臂静止伸直片刻后，应能再次看到心率 相关图示：<PIC>
141,manual,0.3333,high,1,0,0,1,209,0,True,True,0.2941,False,False,1,manual,0.9016,我该如何仅使用健身追踪器完成消费支付？,根据[健身追踪器手册]，相关要点如下： 1. 查看你的支付卡是否适用于健身追踪器设备，请参阅： 有关从健身追踪器支付过渡到其他支付的更多信息，请参阅相关帮助文章 2. 我们不断在合作伙伴列表中新增合作地点和发卡行 3. 健身追踪器不用于提供医疗或科学数据。 # 包装盒内含物品 你的健身追踪器包装盒包含： 配有小号表带的手表（颜色和材质仅供参考） 4. <PIC>健身追踪器的可拆卸表带提供多种颜色和材质，需单独购买。
142,manual,0.8182,low,1,0,0,1,142,0,False,True,0.2174,False,False,1,manual,0.9952,使用健身追踪器时，我可能会遇到哪些问题以及该如何解决？,根据[健身追踪器手册]，相关要点如下： 1. 查看你的支付卡是否适用于健身追踪器设备，请参阅： 有关从健身追踪器支付过渡到其他支付的更多信息，请参阅相关帮助文章 2. 通过轻点屏幕、左右上下滑动或按下按钮操作健身追踪器 3. 为节省电量，不使用时手表屏幕会熄灭，除非你开启常亮显示设置
144,manual,0.8889,low,1,0,0,1,223,1,False,True,0.3333,False,False,1,manual,0.9839,我想给健身追踪器设置锁屏，该如何实现？,根据[健身追踪器手册]，相关要点如下： 1. 查看你的支付卡是否适用于健身追踪器设备，请参阅： 有关从健身追踪器支付过渡到其他支付的更多信息，请参阅相关帮助文章 2. 我们不断在合作伙伴列表中新增合作地点和发卡行 3. 指标包括： 血氧饱和度（SpO2） 4. 呼吸频率 注意：此功能不用于诊断或治疗任何疾病，不应用于任何医疗目的。旨在提供有助你管理健康的信息。如对健康有任何疑虑，请咨询医疗保健专业人员。如认为遭遇医疗紧急情况，请拨打急救电话。
145,manual,0.875,low,1,0,0,1,174,2,False,True,0.1739,False,False,1,manual,0.9222,使用冰箱冰柜时需要注意什么？只需告诉我手册中的前五条。,根据[冰箱手册]，相关要点如下： 1. 冰箱冰柜运行后，请勿触摸冷冻室低温表面，尤其是手部潮湿时。皮肤可能粘连在极冷表面。 2. 切勿损坏、过度弯折、拉扯或扭曲电源线，电源线损坏可能引发火灾或触电 3. 切勿将玻璃制品放入冷冻室，内部液体结冰可能导致破裂 4. 请勿直接向冰箱冰柜内外喷水。有爆炸或火灾风险。 5. 请勿湿手插拔电源插头，以免触电。
146,manual,0.875,low,1,0,0,1,174,0,False,True,0.1111,False,False,1,manual,0.7304,给冰箱连接电源时，需要做到哪些注意事项？只需告诉我手册中的前五条。,根据[冰箱手册]，相关要点如下： 1. 冰箱冰柜运行后，请勿触摸冷冻室低温表面，尤其是手部潮湿时。皮肤可能粘连在极冷表面。 2. 切勿损坏、过度弯折、拉扯或扭曲电源线，电源线损坏可能引发火灾或触电 3. 切勿将玻璃制品放入冷冻室，内部液体结冰可能导致破裂 4. 请勿直接向冰箱冰柜内外喷水。有爆炸或火灾风险。 5. 请勿湿手插拔电源插头，以免触电。
153,manual,0.88,low,1,0,0,1,251,5,True,True,0.5217,False,False,1,manual,0.997,考虑到燃油高度易燃且有毒，使用发电机时我需要注意什么？,根据[发电机手册]，相关要点如下： 1. <PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。 2. <PIC>加油时严禁吸烟或靠近明火。 3. 燃油高度易燃且有毒。请仔细阅读第4页“安全信息”。立即擦拭溢出的燃油。 4. 燃油高度易燃且有毒 相关图示：<PIC> <PIC>
154,manual,0.7692,low,1,0,0,1,148,5,True,True,0.2,False,False,1,manual,0.9958,发电机工作后，发动机和消音器可能会发烫，这种情况下我该如何保证自身安全？,根据[发电机手册]，相关要点如下： 1. 请将发电机与建筑物或其他设备保持至少1米（3英尺）距离，否则发动机可能过热。 2. 2  安全装置（交流）处于“关闭”……停机后重新启动 3. 2  安全装置（直流保护器）处于“关闭”……按下复位直流保护器 4. <PIC># 注意 相关图示：<PIC>
155,manual,0.0769,high,1,0,0,1,355,5,True,True,0.1765,False,False,1,manual,0.956,日常使用中，如何防止发电机触电事故的发生？,根据[发电机手册]，相关要点如下： 1. 按照相应用户手册规定操作和保养发电机； 2. c. 未按规定进行保养维护。 3. 答：这些术语含义广泛且存在交叉，具体示例包括：发动机缺油运行、未按规定保养、使用已损坏部件导致其他部件损坏等。如对操作或保养有具体疑问，请联系经销商咨询。问：保修是否涵盖因故障产生的运输等附带费用？ 4. 销性及特定用途适用性的暗示保证，美国发电机汽车公司特此声明不承担责任并予以排除。# 部分州不允许对暗示保修的期限进行限制，因此上述限制可能不适用于您。本保修同样不包括任何附带或间接损失，包括使用损失。部分州不允许排除或限制附带或间接损失，因此上述排除条款可能不适用于您。# 本保修赋予您特定的法定权利，您可能还拥有因州而异的其他权利。# 保修问答 相关图示：<PIC> <PIC>
156,manual,0.8125,low,1,0,0,1,174,5,True,True,0.3478,False,False,1,manual,0.969,需要通过发电机的燃油开关旋钮供油时，我该遵循哪些步骤？,根据[发电机手册]，相关要点如下： 1. 取下盖板①，内部可见燃油开关拨杆。若燃油开关旋钮无法转动，可使用该拨杆供油。 2. 燃油开关旋钮用于将燃油从油箱输送至化油器。 3. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，顺时针拧紧油箱盖通气旋钮 4. 将放油接头①安装到机油加注口。 相关图示：<PIC> <PIC>
157,manual,0.4444,high,1,0,0,1,142,1,False,True,0.4211,False,False,1,manual,0.9982,使用发电机时，燃油的使用前检查十分重要，该如何操作？,根据[发电机手册]，相关要点如下： 1. 注：每次使用发电机前均应进行使用前检查。 2. 如对机器的操作或维护有任何疑问，请咨询发电机经销商 3. 本手册将帮助您充分了解本机的操作与维护方法 4. 注：注释提供关键信息，使操作步骤更简便清晰。# 发电机EF系列及EDL系列有限保修条款
158,manual,0.8182,low,1,0,0,1,121,3,False,True,0.375,False,False,1,manual,0.9938,启动发电机发动机的前两个步骤是什么？,根据[发电机手册]，相关要点如下： 1. 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。 2. 启动发动机。
159,manual,0.8,low,1,0,0,1,190,1,True,True,0.2273,False,False,1,manual,0.9807,我需要给发电机连接交流电，该过程中如何保证自身安全？,根据[发电机手册]，相关要点如下： 1. 2  安全装置（交流）处于“关闭”……停机后重新启动 2. 2  安全装置（直流保护器）处于“关闭”……按下复位直流保护器 3. 部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器 4. 使用便携式发电机为该类设备供电前，请咨询精密设备供应商 相关图示：<PIC>
160,manual,0.8,low,1,0,0,1,51,3,False,False,0.0952,False,False,1,manual,0.8626,我注意到发电机上有两种不同的开关，请为我介绍一下。,根据[发电机手册]，# 机油警告系统 当机油液位低于下限，发动机将自动停机。不补充机油则无法再次启动。
161,manual,0.7143,medium,1,0,0,1,77,5,True,False,0.1176,False,False,1,manual,0.9489,我该在哪里查找并记录发电机的标识信息？,根据[发电机手册]，# 接线注意事项 避免将发电机接入市电插座。 避免将发电机与其他发电机并联使用。 ① 正确 — 错误 <PIC> 相关图示：<PIC>
162,manual,0.7273,low,1,0,0,1,124,3,True,True,0.4118,False,False,1,manual,0.9978,使用发电机的直流保护器时，我需要注意什么？,根据[发电机手册]，相关要点如下： 1. <PIC># 注意 2. # 注：按下即可复位直流保护器 3. 当负载超过发电机额定输出时，直流保护器将自动断开。 4. 若直流保护器断开，请将负载降至发电机额定输出范围内 相关图示：<PIC> <PIC>
163,manual,0.8667,low,1,0,0,1,181,5,True,True,0.5185,False,False,1,manual,0.9981,使用发电机前，对发动机机油进行使用前检查十分重要，正确的步骤是什么？,根据[发电机手册]，相关要点如下： 1. 注：每次使用发电机前均应进行使用前检查。 2. 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 3. <PIC># 注意 4. 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。
164,manual,0.7857,low,1,0,0,1,172,5,True,True,0.3636,False,False,1,manual,0.9925,根据手册说明，启动发电机发动机的最后三个步骤是什么？,根据[发电机手册]，相关要点如下： 1. 不遵守警告说明可能导致发动机操作人员、旁观者或检修人员重伤甚至死亡。 2. 注：注释提供关键信息，使操作步骤更简便清晰。# 发电机EF系列及EDL系列有限保修条款 3. 注意标识提示必须采取特别预防措施，以免损坏发动机。 4. 安全警示符号意为：注意！提高警惕！事关您的人身安全！ 相关图示：<PIC>
165,manual,0.75,low,1,0,0,1,131,2,True,True,0.125,False,False,1,manual,0.9893,发电机的电池电量不足了，该如何正确充电？,根据[发电机手册]，相关要点如下： 1. 2  安全装置（交流）处于“关闭”……停机后重新启动 2. 2  安全装置（直流保护器）处于“关闭”……按下复位直流保护器 3. # 注：按下即可复位直流保护器 4. 若再次断开，请咨询发电机经销商 相关图示：<PIC>
166,manual,0.7692,low,1,0,0,1,141,5,True,True,0.3158,False,False,1,manual,0.9952,我需要让发电机的发动机停机，告诉我该如何操作。,根据[发电机手册]，相关要点如下： 1. ① ︵ “开启”：点火电路接通，可启动发动机 2. — ⊗ “停止”：点火电路切断，发动机停机 3. <PIC># 注意 4. 拆下火花塞，向火花塞孔内注入约一汤匙SAE 10W30或20W40发动机油，重新安装火花塞 相关图示：<PIC>
167,manual,0.7778,low,1,0,0,1,101,5,False,True,0.5263,False,False,1,manual,0.9891,根据手册的建议，使用发电机时该如何检查火花塞？,根据[发电机手册]，相关要点如下： 1. 安装火花塞。 2. 安装盖板。 3. 应定期拆卸并检查火花塞。 4. 更换时仅使用发电机指定原厂配件。详情请咨询授权发电机经销商。# AE01026 火花塞检查
168,manual,0.6875,medium,1,0,0,1,204,3,True,True,0.2222,False,False,1,manual,0.9868,为了正确更换发电机的发动机机油，我需要遵循的前六个步骤是什么？,根据[发电机手册]，相关要点如下： 1. <PIC># 注意 2. 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 3. 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。 4. 将经济控制开关置于“Ⅰ”（开启）位置，然后打开电气设备电源。 5. ① “Ⅰ”（开启）
169,manual,0.75,low,1,0,0,1,114,5,True,True,0.24,False,False,1,manual,0.9694,我在操作发电机空气滤清器时出现了失误，请告诉我正确的步骤。,根据[发电机手册]，相关要点如下： 1. 给滤芯上油并挤出多余机油，滤芯应湿润但不滴油。 2. 请勿拧绞滤芯，以免撕裂。 3. 松开固定空气滤清器盖⊛的卡箍○。 4. 取下空气滤清器盖及滤芯④。 相关图示：<PIC> <PIC>
170,manual,0.8421,low,1,0,0,1,182,5,True,True,0.4375,False,False,1,manual,0.9775,如果发电机的发动机无法启动，我该怎么办？,根据[发电机手册]，相关要点如下： 1. 油箱盖通气旋钮置于“开启”（逆时针旋转1圈）。 2. 燃油开关旋钮置于“开启”。2  燃油管路堵塞……清洁燃油管路。2  化油器堵塞……清洁化油器。 3. 发动机机油系统  机油不足  2  机油液位低……添加发动机机油。 4. 发电机出厂时未加注发动机机油。必须加注机油，否则无法启动。 相关图示：<PIC> <PIC>
171,manual,0.3182,high,1,0,0,1,261,3,True,True,0.3529,False,False,1,manual,0.9968,我需要将发电机的燃油排空，该如何正确操作？,根据[发电机手册]，相关要点如下： 1. 打开油箱盖，使用市售手动虹吸管将油箱内燃油排入合格汽油容器，然后装回油箱盖。 2. <PIC>加油时注意不要将燃油洒在发动机或消音器上。如不慎吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医。如燃油溅到皮肤或衣物上，请立即用肥皂水清洗并更换衣物。操作或运输发电机时，请务必保持机身直立。如发生倾斜，燃油可能从化油器或油箱泄漏。运输发电机时，请务必拧紧油箱盖通气旋钮。 3. 加油时务必关闭发动机。 4. 闭空间充电或使用时请通风。操作电池时务必佩戴护目镜。请放置在儿童接触不到的地方。
172,manual,0.8824,low,1,0,0,1,232,2,False,True,0.625,False,False,1,manual,0.9135,使用该发电机为对电压敏感的精密设备供电前，我需要做什么？,根据[发电机手册]，相关要点如下： 1. 部分精密设备对电压敏感，可能需要比便携式发电机更稳定的电压供应，例如部分医疗设备、个人电脑及检测峰值电压和有效值电压的逆变器 2. 使用便携式发电机为该类设备供电前，请咨询精密设备供应商 3. 注：每次使用发电机前均应进行使用前检查。 4. 连接发电机前，务必确认所有电气设备（包括线路及插头连接）状态良好。插入插头前，务必关闭所有电气设备。务必确保总负载在发电机额定输出范围内。务必确保插座负载电流在插座额定电流范围内。
173,manual,0.9286,medium,1,0,0,1,190,1,False,False,0.0286,False,False,1,manual,0.9181,在划船或钓鱼的场景中，拖曳速度、半滑航速度和滑航速度分别指什么，它们在技巧和应用上有何不同？,根据[摩托艇手册]，安全驾驶所需的技能并培养良好判断力。 本指南的目的是通过练习关键技能帮助你入门。你应反复练习每项操作直至熟练自如，再进行下一项练习。 每项练习都建立在已学技能之上，切勿跳步练习。 这些练习旨在让你感受艇体特性，学习其在不同使用模式下的操作方式。请始终牢记，这些练习只是入门指导。你必须结合常识、良好判断力以及后续驾驶中积累的技能与知识。 本练习指南分为9...
174,manual,0.0,high,1,0,0,1,170,3,False,True,0.125,False,False,1,manual,0.9917,如何在深水中登上并平衡摩托艇，确保操作的安全性和稳定性？,根据[摩托艇手册]，相关要点如下： 1. 不要紧跟在其他摩托艇或船只后方。 2. 不要靠近他人并向其喷水或溅水。 3. EX / EX Sport：避免急转弯或其他让他人难以避让或判断你行驶方向的操作。 4. EX Deluxe：避免急转弯、通过强力握紧智能减速电子倒挡（RiDE）手柄快速减速，以及其他让他人难以避让或判断你行驶方向的操作
175,manual,0.5,high,1,0,0,1,34,0,False,False,0.2,False,False,1,manual,0.9908,在滑航速度下驾驶摩托艇转弯时，有哪些技巧能在急转弯时保证稳定性和操控性？,根据[摩托艇手册]，# 技能： 停车、滑航速度操作及滑航速度下停车。
176,manual,0.7778,low,1,0,0,1,73,5,True,True,0.1667,False,False,1,manual,0.961,驾驶摩托艇时，有哪些技巧能在完成大椭圆转弯、绕圈和8字行驶动作的同时，保持操控性和稳定性？,根据[摩托艇手册]，# 训练3：8字行驶 1. 结合上述训练完成大8字路线。 2. 重复训练，每次缩小8字尺寸。 <PIC> 相关图示：<PIC>
177,manual,0.7647,low,1,0,0,1,510,1,False,True,0.3226,False,False,1,manual,0.9809,在驾驶摩托艇进行中低速转弯时，如何控制油门并保持行驶的稳定性和操控性？,根据[摩托艇手册]，相关要点如下： 1. 的操作。RiDE系统是控制发动机转速与倒挡闸门的电子系统，位于喷射推力喷嘴附近。左侧握把处的RiDE手柄可改变喷射推力方向，使摩托艇后退或进入空挡。RiDE系统在减速及低速操控（如下水、靠岸、停靠码头）时为驾驶者提供辅助。 尽早采取行动避免碰撞。记住，摩托艇及其他船只没有刹车装置。 EX Deluxe：RiDE系统并非用于规避危险的制动装置。 试图转向避开物体时不要松开油门手柄——转向需要油门动力。启动摩托艇前务必检查油门与转向操控是否正常。 遵守适用于摩托艇的航行规则与当地法规。更多信息参见《用户手册》。 你将要学习驾驶的摩托艇，其规格与性能可能与你驾驶过的其他个人摩托艇或船只不同。本手册中的驾驶练习步骤将帮助你熟悉掌握摩托艇所需的基本技巧。 记住，你需要学习安全驾驶所需的技能并培养良好判断力。 本指南的目的是通过练习关键技能帮助你入门。 2. EX / EX Sport：避免急转弯或其他让他人难以避让或判断你行驶方向的操作。 3. EX Deluxe：避免急转弯、通过强力握紧智能减速电子倒挡（RiDE）手柄快速减速，以及其他让他人难以避让或判断你行驶方向的操作
178,manual,0.75,low,1,0,0,1,58,1,False,False,0.2222,False,False,1,manual,0.9777,如何驾驶摩托艇以拖曳速度直行和转弯，保证操作的平顺性和操控性？,根据[摩托艇手册]，# 目标： 本练习让你熟悉拖曳速度下摩托艇的操控特性，教授靠岸、停靠码头或接近物体时使用的技巧。
179,manual,0.4167,high,1,0,0,1,125,2,True,True,0.1111,False,False,1,manual,0.8762,摩托艇全加速行驶时，如何安全平稳地将其停稳？,根据[摩托艇手册]，相关要点如下： 1. 转向速度与方向，除拖曳速度外，转向时必须始终加油门。 2. 车把转向过度时，艇体可能开始侧滑，无法更急转弯 3. 将车把转回较小角度可恢复正常转向 4. 不要紧跟在其他摩托艇或船只后方。 相关图示：<PIC>
180,manual,0.7857,low,1,0,0,1,181,1,True,True,0.1852,False,False,1,manual,0.9699,驾驶摩托艇时，如何避免发生碰撞事故，保障自身和水上其他人员的安全？,根据[摩托艇手册]，相关要点如下： 1. 不要紧跟在其他摩托艇或船只后方。 2. 不要靠近他人并向其喷水或溅水。 3. EX / EX Sport：避免急转弯或其他让他人难以避让或判断你行驶方向的操作。 4. EX Deluxe：避免急转弯、通过强力握紧智能减速电子倒挡（RiDE）手柄快速减速，以及其他让他人难以避让或判断你行驶方向的操作 相关图示：<PIC>
181,manual,0.1579,high,1,0,0,1,194,5,True,True,0.25,False,False,1,manual,0.9926,水泵发动机安全停机的正确步骤是什么？,根据[水泵手册]，相关要点如下： 1. 机油警告系统 当机油油位低于下限，发动机会自动停机。不补充机油则无法再次启动。 2. 提示 若发动机熄火或无法启动，将发动机开关置于“ON”位置，然后拉动反冲启动器。若机油警告灯闪烁数秒，表示机油不足，添加机油后重新启动。 3. 务必安装滤网，否则会损坏水泵。 4. 务必确保软管安装牢固，否则会进气导致无法抽水。 相关图示：<PIC> <PIC>
182,manual,0.7778,low,1,0,0,1,85,4,True,False,0.1111,False,False,1,manual,0.9451,水泵的核心部件有哪些？,根据[水泵手册]，# 使用后排水 冬季气温低于0℃（32℉）时，泵体内积水会结冰，可能导致水泵损坏。使用后请从底部排水口排空积水再存放。 <PIC> 相关图示：<PIC>
183,manual,0.3636,high,1,0,0,1,123,1,False,True,0.2308,False,False,1,manual,0.8029,清洗油箱滤网的详细步骤是什么？,根据[发电机手册]，相关要点如下： 1. 打开油箱盖，取出滤网。 2. 1 关闭电源并拔下电源线。 3. 4 用吸尘器清理滤网，或用温水冲洗，若滤网污垢较难清理，可在温水中加入洗涤剂清洗。 4. 建议每两周清洁一次空气滤网，必要时可增加清洁频率。
184,manual,0.625,medium,1,0,0,1,71,4,True,True,0.0667,False,False,1,manual,0.9164,水泵安全排放燃油的正确步骤是什么？,根据[水泵手册]，相关要点如下： 1. 在进水软管末端安装滤网。 2. 将接头安装在水泵上。 3. 水管安装 相关图示：<PIC> <PIC>
185,manual,0.5714,medium,1,0,0,1,97,3,False,True,0.0385,False,False,1,manual,0.9845,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,根据[水泵手册]，相关要点如下： 1. 使用后请从底部排水口排空积水再存放 2. 冬季气温低于0℃（32℉）时，泵体内积水会结冰，可能导致水泵损坏 3. 提示 每次使用水泵前均应进行操作前检查。
186,manual,0.7273,low,1,0,0,1,98,5,True,True,0.1667,False,False,1,manual,0.9007,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,根据[可编程温控器手册]，相关要点如下： 1. # 设置时间 1 按菜单键进入设备菜单 显示PROG 2. 按选择键 4 设置时间 3. 按+或-选择时间 4. 2 按选择键 相关图示：<PIC>
187,manual,0.75,low,1,0,0,1,146,5,True,True,0.48,False,False,1,manual,0.9708,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,根据[可编程温控器手册]，相关要点如下： 1. 注：由于压缩机保护，供暖/制冷指示灯会闪烁5分钟 # 风扇运行设置 1 按风扇键循环切换至下一个可用风扇模式 2. 若风扇设置为开启或循环模式，风扇仍可运行 3. - 关闭：供暖和制冷系统关闭 4. - 开启：风扇持续运行 相关图示：<PIC>
188,manual,0.9118,low,1,0,0,1,335,5,True,True,0.32,False,False,1,manual,0.9003,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,根据[可编程温控器手册]，相关要点如下： 1. <PIC> 3 取消临时保持，按+或-，然后按取消键 # 程序日程永久覆盖 1按+或-调整温度 2 显示“临时保持”且设定温度闪烁 闪烁时，按保持（模式）键切换至永久保持 3 取消永久保持，按+或-，然后按取消键 <PIC> # 常规系统接线 备用接线（常规系统） 若标签与端子不匹配，请按下图连接电线（见下方注释） # 注释： 2. 然后将R线连接至Rc端子，RH线连接至R端子 3. 上表仅为示例 注：如需临时或永久覆盖上述程序日程，请参阅第12页 # 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG 4. 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠） 相关图示：<PIC> <PIC>
189,manual,0.9032,low,1,0,0,1,276,5,True,True,0.28,False,False,1,manual,0.9841,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,根据[可编程温控器手册]，相关要点如下： 1. <PIC> 3 取消临时保持，按+或-，然后按取消键 # 程序日程永久覆盖 1按+或-调整温度 2 显示“临时保持”且设定温度闪烁 闪烁时，按保持（模式）键切换至永久保持 3 取消永久保持，按+或-，然后按取消键 <PIC> # 常规系统接线 备用接线（常规系统） 若标签与端子不匹配，请按下图连接电线（见下方注释） # 注释： 2. 然后将R线连接至Rc端子，RH线连接至R端子 3. # 设置时间 1 按菜单键进入设备菜单 显示PROG 4. 按选择键 4 设置时间 相关图示：<PIC> <PIC>
190,manual,0.5,high,1,0,0,1,115,2,False,True,0.1111,False,False,1,manual,0.9078,当设备或系统出现警报界面时，应采取哪些操作？,根据[发电机手册]，相关要点如下： 1. 按下按钮打开应用菜单或返回时钟界面。 2. 长按时钟界面可切换已保存的表盘。 3. 若附着传感器被遮挡，取下头显时屏幕可能不会自动关闭 4. 屏幕特定位置可能出现黑色（暗点）像素或常亮像素
191,manual,0.6,medium,1,0,0,1,72,3,False,True,0.0476,False,False,1,manual,0.985,针对热泵应如何修改接线，以确保连接正确且功能正常？,根据[水泵手册]，相关要点如下： 1. 启动发动机前务必检查油门操作是否正常。 2. 开始保养前请先停止发动机。 3. 在进水软管末端安装滤网。
192,manual,0.7,medium,1,0,0,1,106,5,True,True,0.15,False,False,1,manual,0.9634,如何安全更换温控器的电池，确保更换后设备功能正常？,根据[可编程温控器手册]，相关要点如下： 1. # 设置时间 1 按菜单键进入设备菜单 显示PROG 2. 按+或-选择时间 3. 2 按选择键 4. 按+或-选择12小时制或24小时制时钟 相关图示：<PIC>
193,manual,0.8125,low,1,0,0,1,176,5,True,True,0.1154,False,False,1,manual,0.8689,当标签与端子不匹配时，应如何正确为温控器重新接线，确保连接无误？,根据[可编程温控器手册]，相关要点如下： 1. <PIC> # 安装温控器 <PIC> 10 整理并将电线穿过UWP底座 打开UWP底座，将成束电线从底座背面穿过 2. 11 安装墙塞。 建议使用包装盒内提供的墙塞安装温控器。 3. 然后，使用电线标签在断开时标记每根电线 4. 快速安装指南 ) 断开电线并拆卸旧墙座 相关图示：<PIC> <PIC>
194,manual,0.9444,low,1,0,0,1,193,5,False,False,0.3333,False,False,1,manual,0.9496,遇到温控器故障时，可采用哪些故障排除解决方案？,根据[可编程温控器手册]，# 故障排除 若温控器出现问题，请尝试以下建议 大多数问题均可快速简便解决。 # 屏幕空白 无法将系统设置切换至制冷模式 若使用电池供电，请确保已正确安装全新AA碱性电池（见第6页）。检查系统设置选项220，确保设置为1或2（见第9页）。 需要供暖时风扇不启动 检查系统设置选项205，确保设置与您的供暖设备匹配（见第8页）。 制冷模式下供暖系统运行 检...
195,manual,0.8571,low,1,0,0,1,177,0,False,True,0.2609,False,False,1,manual,0.9127,设备或系统中构成处理器单元的关键组件或部件有哪些？,根据[VR头显手册]，相关要点如下： 1. 若处理器单元、电源线或其他部件上的接口变脏，可能导致信号传输异常。若耳机或头显接口不洁，还可能出现噪音或声音中断。 2. 若有污渍，用柔软干布擦拭即可。 3. 请勿遮挡处理器单元的通风口，请勿在封闭橱柜等易积热的环境中使用本产品。 4. 本产品及其部件由金属和塑料制成。废弃时，请遵守当地法规妥善处理此类材料。
196,manual,0.7,medium,1,0,0,1,117,2,True,True,0.2308,False,False,1,manual,0.9244,耳机有哪些类型，以及如何更换耳塞？,根据[VR头显手册]，相关要点如下： 1. 立体声耳机出厂时已安装M号耳塞 2. 请牢固安装耳塞，防止使用过程中意外脱落。 3. 可更换为S号或L号耳塞以获得更贴合的佩戴效果 4. 取下时，旋转耳塞后将其拔下即可 相关图示：<PIC>
197,manual,0.75,low,1,0,0,1,147,1,True,True,0.1905,False,False,1,manual,0.7886,为保持遮光罩的清晰度和功能性，正确的清洁步骤是什么？,根据[VR头显手册]，相关要点如下： 1. 将遮光罩上的凸点与头显上的13个孔对齐，重新安装即可。<PIC> 2. 将遮光罩从VR头显上取下，用水清洗。用软布完全擦干后再装回头显。 3. 请勿使用经化学处理的清洁布擦拭产品。 4. 请勿使用溶剂或其他化学药剂清洁产品外壳。 相关图示：<PIC>
