id,question,keywords,matched_keywords,keyword_coverage,result_count,top1_score,avg_score,recall@5,recall@3,inferred_route,heuristic_route,retrieval_mode,rule_route,strong_rule_route,classifier_label,classifier_confidence,classifier_used,service_result_count,manual_result_count,top_manuals,top_image_ids,hit_quality
205,如何在硬件模式下使用功能键盘？,如何在硬件模式下使用功能键盘,,0.0,5,0.6953,0.5931,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9547,True,0,5,功能键盘手册|功能键盘手册|功能键盘手册,,low
206,如何安装儿童电动摩托车的挡泥板？,如何安装儿童电动摩托车的挡泥板,,0.0,7,0.4482,0.4466,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.8392,False,2,5,儿童电动摩托车手册|儿童电动摩托车手册|儿童电动摩托车手册,,low
207,如何安装儿童电动摩托车的前轮？,如何安装儿童电动摩托车的前轮,,0.0,7,0.4527,0.458,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.8637,False,2,5,儿童电动摩托车手册|儿童电动摩托车手册|儿童电动摩托车手册,,low
208,如何为蓝牙激光鼠标安装电池？,如何为蓝牙激光鼠标安装电池,,0.0,7,0.4962,0.495,1.0,1.0,mixed,mixed,dual_route,mixed,mixed,manual,0.5711,False,2,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,,low
209,如何为蓝牙激光鼠标安装WIDCOMM蓝牙驱动程序？,如何为蓝牙激光鼠标安装|widcomm|蓝牙驱动程序,widcomm|蓝牙驱动程序,0.6667,7,0.4356,0.5254,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.7095,False,2,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,,low
210,如何为蓝牙激光鼠标卸载WIDCOMM蓝牙驱动程序？,如何为蓝牙激光鼠标卸载|widcomm|蓝牙驱动程序,widcomm|蓝牙驱动程序,0.6667,8,0.1306,0.3553,1.0,1.0,mixed,unknown,dual_route,mixed,,manual,0.8143,True,4,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,,low
211,如何在Windows系统中为蓝牙激光鼠标设置快速配对？,如何在|windows|系统中为蓝牙激光鼠标设置快速配对,windows,0.3333,5,0.5395,0.5077,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8176,True,0,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,Manual27_10,low
212,如何通过WIDCOMM蓝牙驱动程序为蓝牙激光鼠标设置配对？,如何通过|widcomm|蓝牙驱动程序为蓝牙激光鼠标设置配对,widcomm,0.3333,5,0.5938,0.5592,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7919,True,0,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,Manual27_12|Manual27_13,medium
213,如何查看蓝牙激光鼠标的电量状态？,如何查看蓝牙激光鼠标的电量状态,,0.0,5,0.577,0.5188,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.79,True,0,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,Manual27_14|Manual27_15,low
214,如何首次为蓝牙激光鼠标使用该驱动程序？,如何首次为蓝牙激光鼠标使用该驱动程序,,0.0,5,0.5407,0.5272,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7052,True,0,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,Manual27_14|Manual27_15,low
215,如何将蓝牙激光鼠标与其他人机接口设备相连接？,如何将蓝牙激光鼠标与其他人机接口设备相连接,,0.0,5,0.5053,0.488,1.0,1.0,manual,manual,dual_route,manual,,manual,0.4451,False,0,5,蓝牙激光鼠标手册|蓝牙激光鼠标手册|蓝牙激光鼠标手册,Manual27_14|Manual27_15,low
216,如何拆卸烤箱门？,如何拆卸烤箱门,,0.0,5,0.408,0.3733,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8961,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_01|oven_02|oven_03|oven_04|oven_05,low
217,如何安装烤箱门？,如何安装烤箱门,,0.0,7,0.5294,0.3946,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.5633,False,2,5,烤箱手册|烤箱手册|烤箱手册,,low
218,如何移动烤箱的顶部加热元件（仅限部分型号）？,如何移动烤箱的顶部加热元件|仅限部分型号,仅限部分型号,0.5,5,0.3901,0.3423,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8998,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_01|oven_02|oven_03|oven_04|oven_05,low
219,如何更换烤箱的后部灯（如有）？,如何更换烤箱的后部灯|如有,如有,0.5,5,0.3995,0.3476,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7409,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_05|oven_06|oven_07,low
220,如何使用烤箱的接油盘？,如何使用烤箱的接油盘,,0.0,5,0.3903,0.3513,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9257,True,0,5,烤箱手册|烤箱手册|烤箱手册,Manual28_7|oven_08,low
221,如何清洁烤箱外部？,如何清洁烤箱外部,,0.0,5,0.3884,0.347,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7448,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
222,如何使用烤箱的烤架？,如何使用烤箱的烤架,,0.0,5,0.3697,0.3497,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8475,True,0,5,烤箱手册|烤箱手册|烤箱手册,Manual28_7|oven_08,low
223,烤箱的催化侧面板有什么作用？,烤箱的催化侧面板有什么作用,,0.0,5,0.3131,0.2851,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.54,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_08|oven_09|oven_10|oven_11|oven_12,low
224,如何使用烤箱的烤盘？,如何使用烤箱的烤盘,,0.0,5,0.3834,0.3546,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8787,True,0,5,烤箱手册|烤箱手册|烤箱手册,Manual28_7|oven_08,low
225,如何使用烤箱的烤架烤盘套装？,如何使用烤箱的烤架烤盘套装,,0.0,5,0.3966,0.3525,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8661,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_13|oven_14|oven_15|Manual28_8,low
226,如何使用烤箱的油脂过滤器？,如何使用烤箱的油脂过滤器,,0.0,5,0.3765,0.3279,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8878,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_13|oven_14|oven_15|Manual28_8,low
227,如何使用烤箱的滑动搁架？,如何使用烤箱的滑动搁架,,0.0,5,0.3568,0.3149,1.0,1.0,manual,manual,dual_route,manual,,manual,0.7222,True,0,5,烤箱手册|烤箱手册|烤箱手册,oven_13|oven_14|oven_15|Manual28_8,low
228,如何为混合即时相机安装肩带？,如何为混合即时相机安装肩带,,0.0,7,0.4197,0.3167,1.0,1.0,mixed,service,dual_route,mixed,mixed,manual,0.7151,False,2,5,相机手册|相机手册|相机手册,,low
229,如何为混合即时相机装入电池？,如何为混合即时相机装入电池,,0.0,5,0.3415,0.2944,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8158,True,0,5,相机手册|相机手册|相机手册,Manual29_13|Manual29_14|Manual29_15|Manual29_16|Manual29_17,low
230,如何为混合即时相机装入相纸盒？,如何为混合即时相机装入相纸盒,,0.0,5,0.3743,0.3337,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.578,True,0,5,相机手册|相机手册|相机手册,Manual29_26|Manual29_27|hybrid_instant_camera_01|hybrid_instant_camera_02|Manual29_28,low
231,如何为混合即时相机取出用完的相纸盒？,如何为混合即时相机取出用完的相纸盒,,0.0,5,0.398,0.3558,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.5872,True,0,5,相机手册|相机手册|相机手册,Manual29_26|Manual29_27|hybrid_instant_camera_01|hybrid_instant_camera_02|Manual29_28,low
232,如何设置混合即时相机的自动打印模式？,如何设置混合即时相机的自动打印模式,,0.0,5,0.4123,0.3518,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8943,True,0,5,相机手册|相机手册|相机手册,Manual29_30|Manual29_31|Manual29_32|Manual29_33|Manual29_34,low
233,如何设置混合即时相机的手动打印模式（初始设置）？,如何设置混合即时相机的手动打印模式|初始设置,,0.0,5,0.3941,0.3324,1.0,1.0,manual,manual,dual_route,manual,,manual,0.8822,True,0,5,相机手册|相机手册|相机手册,Manual29_30|Manual29_31|Manual29_32|Manual29_33|Manual29_34,low
234,如何使用混合即时相机拍摄照片？,如何使用混合即时相机拍摄照片,,0.0,5,0.3034,0.2965,1.0,1.0,manual,manual,dual_route,manual,,manual,0.9052,True,0,5,相机手册|相机手册|相机手册,Manual29_37,low
241,"If this is the first time to use airfryer, What should I do before first use?",if|this|is|the|first|time|to|use|airfryer|what|should|i|do|before,to|i,0.1429,5,0.3884,0.3777,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.551,True,0,5,烤箱手册|烤箱手册|烤箱手册,,low
242,How to find the approval label of emission control certificate of the boat?,how|to|find|the|approval|label|of|emission|control|certificate|boat,,0.0,5,0.4622,0.4491,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9894,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
243,How do I use the battery conversion feature before sailing?,how|do|i|use|the|battery|conversion|feature|before|sailing,i,0.1,5,0.2087,0.1139,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9483,True,0,5,空调手册|电钻手册|空调手册,,low
244,How the ship steers?,how|the|ship|steers,,0.0,5,0.5431,0.518,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.952,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
245,What should I do if face over temperature warning on the boat?,what|should|i|do|if|face|over|temperature|warning|on|the|boat,i,0.0833,5,0.4364,0.4195,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7144,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
246,"If I want to listen to music on my phone, how do I turn on the sound system?",if|i|want|to|listen|music|on|my|phone|how|do|turn|the|sound|system,i,0.0667,5,0.3425,0.3362,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9753,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
247,How do I use the storage compartments if I want to store wet items while on board?,how|do|i|use|the|storage|compartments|if|want|to|store|wet|items|while|on|board,i,0.0625,5,0.2843,0.2442,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9268,True,0,5,冰箱手册|冰箱手册|相机手册,,low
248,How to open the battery compartment when manipulating the boat?,how|to|open|the|battery|compartment|when|manipulating|boat,,0.0,5,0.5089,0.4939,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8981,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
249,How to install an anchor light while the boat is moving?,how|to|install|an|anchor|light|while|the|boat|is|moving,install,0.0909,7,0.4378,0.4507,1.0,1.0,mixed,unknown,dual_route,mixed,mixed,manual,0.9539,False,2,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
250,How do I use the jet wash function to clean the boat after using it?,how|do|i|use|the|jet|wash|function|to|clean|boat|after|using|it,,0.0,5,0.4763,0.4665,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9152,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
251,How do I turn on or off the water supply button on my boat?,how|do|i|turn|on|or|off|the|water|supply|button|my|boat,i,0.0769,5,0.4745,0.4663,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.926,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
252,How to remove the bimini top of the boat?,how|to|remove|the|bimini|top|of|boat,,0.0,5,0.4845,0.4779,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9608,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
253,How do I install a bimini top on my boat if I want to use the canopy?,how|do|i|install|a|bimini|top|on|my|boat|if|want|to|use|the|canopy,i|install|a|on,0.25,7,0.4275,0.4463,1.0,1.0,mixed,unknown,dual_route,mixed,mixed,manual,0.8793,False,2,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
254,How to store the bimini top in the upright position of the boat?,how|to|store|the|bimini|top|in|upright|position|of|boat,,0.0,5,0.4652,0.4557,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9722,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
255,"When I am sailing, how do I check the engine oil level to ensure continued sailing?",when|i|am|sailing|how|do|check|the|engine|oil|level|to|ensure|continued,i|to,0.1429,5,0.4434,0.3993,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9076,True,0,5,发电机手册|摩托艇手册|发电机手册,generator_17|generator_18|generator_19|Manual18_23,low
256,How can I use the bilge pump of the boat?,how|can|i|use|the|bilge|pump|of|boat,,0.0,5,0.4981,0.4879,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8903,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
257,How to perform anchor light switch check while sailing?,how|to|perform|anchor|light|switch|check|while|sailing,,0.0,5,0.348,0.3364,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.857,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_1|Manual40_2|Manual40_3,low
258,"When I want to start the boat, how do I turn on the boat's engine to get the machine started?",when|i|want|to|start|the|boat|how|do|turn|on|s|engine|get|machine|started,i,0.0625,5,0.5294,0.4859,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9664,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
259,How do I turn a boat while sailing?,how|do|i|turn|a|boat|while|sailing,i|a,0.25,5,0.5258,0.4987,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.937,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_20,low
260,How to operate the boat cross wakes and swells?,how|to|operate|the|boat|cross|wakes|and|swells,,0.0,5,0.4671,0.4404,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9365,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,Manual40_28|Manual40_29|Manual40_30,low
261,How do I load the boat when the cruise is over?,how|do|i|load|the|boat|when|cruise|is|over,,0.0,5,0.4772,0.4614,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9401,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
262,How to flush the cooling system of the boat?,how|to|flush|the|cooling|system|of|boat,,0.0,5,0.4878,0.4764,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9673,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
263,How to replace the fuse of the boat?,how|to|replace|the|fuse|of|boat,,0.0,5,0.4547,0.4431,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9179,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
264,How to check the engine oil level of the boat?,how|to|check|the|engine|oil|level|of|boat,,0.0,5,0.5247,0.5018,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9697,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
265,How to use the energy saving mode of a coffee machine?,how|to|use|the|energy|saving|mode|of|a|coffee|machine,a,0.0909,5,0.3575,0.2965,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7952,True,0,5,空调手册|空调手册|洗碗机手册,Manual01_21,low
266,How to change the default setting of the energy saving mode?,how|to|change|the|default|setting|of|energy|saving|mode,the,0.1,5,0.3471,0.2418,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8847,True,0,5,空调手册|空调手册|空调手册,Manual01_21,low
267,How to program the water valume of a coffee machine?,how|to|program|the|water|valume|of|a|coffee|machine,a,0.1,5,0.3363,0.3246,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8213,True,0,5,可编程温控器手册|洗碗机手册|洗碗机手册,Manual36_41,low
268,"How should I do if I want to empty the system before not in use, for frost protection or before maintenance?",how|should|i|do|if|want|to|empty|the|system|before|not|in|use|for|frost|protection|or|maintenance,i,0.0526,5,0.197,0.0837,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9644,True,0,5,空调手册|冰箱手册|吹风机手册,,low
269,How should I do if I want to reset to factory settings of the coffee machine?,how|should|i|do|if|want|to|reset|factory|settings|of|the|coffee|machine,i,0.0714,5,0.2295,0.1474,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.906,True,0,5,空调手册|空调手册|健身单车手册,,low
270,How should I clean my coffee maker after I use it so that it can last longer?,how|should|i|clean|my|coffee|maker|after|use|it|so|that|can|last|longer,i,0.0667,5,0.3444,0.3282,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8703,True,0,5,空调手册|VR头显手册|空气净化器手册,Manual01_29|Manual01_30,low
271,How to open the swim platform of the boat\uff1f,how|to|open|the|swim|platform|of|boat|uff1f,,0.0,5,0.4504,0.4448,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9017,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
272,How to open the livewell and add water on the boat?,how|to|open|the|livewell|and|add|water|on|boat,,0.0,5,0.4514,0.4411,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8979,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
273,What is the maintenance setting screen of the boat controller?,what|is|the|maintenance|setting|screen|of|boat|controller,,0.0,5,0.4674,0.456,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9334,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
274,"In the boat's steering position, what does the factory reset screen show?",in|the|boat|s|steering|position|what|does|factory|reset|screen|show,,0.0,5,0.4305,0.4251,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8832,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
275,What is the trip screen shown?,what|is|the|trip|screen|shown,,0.0,4,0.0018,0.0015,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8584,True,0,4,健身单车手册|健身单车手册|健身单车手册,,low
276,"When I am ready to sail, if everything is ready, how do I make the boat move forward?",when|i|am|ready|to|sail|if|everything|is|how|do|make|the|boat|move|forward,,0.0,5,0.4602,0.4529,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9245,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
277,How do I check the boat's steering system when I'm driving it?,how|do|i|check|the|boat|s|steering|system|when|m|driving|it,i|s|m,0.2308,5,0.4798,0.4617,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9493,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
278,How should fire extinguishers be stored on board and where should they be placed?,how|should|fire|extinguishers|be|stored|on|board|and|where|they|placed,,0.0,5,0.2607,0.1968,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8038,True,0,5,冰箱手册|冰箱手册|冰箱手册,Manual17_15,low
279,How to care the throttle-cable of the boat?,how|to|care|the|throttle-cable|of|boat,,0.0,5,0.4713,0.45,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.933,True,0,5,摩托艇手册|摩托艇手册|摩托艇手册,,low
280,How do I charge the camera battery when I'm not using it?,how|do|i|charge|the|camera|battery|when|m|not|using|it,i|m,0.1667,5,0.2633,0.1926,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9438,True,0,5,相机手册|相机手册|相机手册,Manual29_13|Manual29_14|Manual29_15|Manual29_16|Manual29_17,low
281,How to install the camera battery when another one is power off?,how|to|install|the|camera|battery|when|another|one|is|power|off,install,0.0833,2,0.4456,0.377,1.0,1.0,service,unknown,dual_route,service,service,manual,0.8717,False,2,0,,,low
282,How do I connect the camera using a household power socket?,how|do|i|connect|the|camera|using|a|household|power|socket,i|the|a,0.2727,5,0.3224,0.2128,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9194,True,0,5,可编程温控器手册|相机手册|冰箱手册,Manual36_21|thermostat_01,low
283,How do you mount the lens of a camera when preparing for photography?,how|do|you|mount|the|lens|of|a|camera|when|preparing|for|photography,a|camera,0.1538,5,0.3082,0.2601,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8305,True,0,5,空调手册|相机手册|相机手册,,low
284,How do you install the card into a camera before photography?,how|do|you|install|the|card|into|a|camera|before|photography,install|a,0.1818,2,0.4504,0.3815,1.0,1.0,service,unknown,dual_route,mixed,service,manual,0.9331,False,2,0,,,low
285,Have you ever wondered how to remove the camera shutter button? Understanding this process can enhance your photography experience and allow for quick repairs!,have|you|ever|wondered|how|to|remove|the|camera|shutter|button|understanding|this|process|can|enhance|your|photography|experience|and|allow|for|quick|repairs,,0.0,5,0.3123,0.2366,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9266,True,0,5,功能键盘手册|电钻手册|相机手册,"Manual2
1_12|Manual21_13",low
286,How do I replace the camera's date/time battery?,how|do|i|replace|the|camera|s|date|time|battery,i|s,0.2,5,0.2327,0.1585,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8681,True,0,5,相机手册|相机手册|相机手册,Manual29_13|Manual29_14|Manual29_15|Manual29_16|Manual29_17,low
287,How to set an off-center subject mode of a camera?,how|to|set|an|off-center|subject|mode|of|a|camera,an|a,0.2,5,0.2555,0.1615,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8574,True,0,5,相机手册|相机手册|相机手册,,low
288,"Before taking photos, we need to know How to use the eyepiece cover of the camera?",before|taking|photos|we|need|to|know|how|use|the|eyepiece|cover|of|camera,camera,0.0714,5,0.3327,0.2335,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9141,True,0,5,空调手册|相机手册|相机手册,,low
289,How do I select the AF Mode when before taking a picture?,how|do|i|select|the|af|mode|when|before|taking|a|picture,i|a,0.1667,5,0.2642,0.1684,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9288,True,0,5,相机手册|相机手册|相机手册,Manual29_53,low
290,"How to set the camera model to \""P\"" model?",how|to|set|the|camera|model|p,p,0.1429,5,0.1088,0.0832,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9482,True,0,5,相机手册|相机手册|相机手册,,low
291,"After or during shooting, how can I view the camera image on TV for better clarity?",after|or|during|shooting|how|can|i|view|the|camera|image|on|tv|for|better|clarity,i,0.0625,5,0.2832,0.2324,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9383,True,0,5,相机手册|相机手册|相机手册,Manual29_39,low
292,How can I delete a single image from my camera if I don't like the photo?,how|can|i|delete|a|single|image|from|my|camera|if|don|t|like|the|photo,i|a|t,0.1875,5,0.3277,0.3014,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8512,True,0,5,相机手册|相机手册|相机手册,Manual29_62|Manual29_63,low
293,How can I erase all images from my camera if I don't like these.,how|can|i|erase|all|images|from|my|camera|if|don|t|like|these,i|t,0.1429,4,0.1921,0.0904,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9226,True,0,4,相机手册|相机手册|相机手册,Manual29_62|Manual29_63,low
294,How do I print photos using the camera's CP direct method after taking them?,how|do|i|print|photos|using|the|camera|s|cp|direct|method|after|taking|them,do|i,0.1333,5,0.2674,0.2267,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9621,True,0,5,相机手册|相机手册|相机手册,Manual29_42|Manual29_43|Manual29_44|Manual29_45,low
295,How do you set up the camera to fine tune the model when using it?,how|do|you|set|up|the|camera|to|fine|tune|model|when|using|it,camera,0.0714,5,0.0878,0.0644,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9824,True,0,5,相机手册|功能键盘手册|相机手册,Manual29_11|Manual29_12|hybrid_instant_camera_03|hybrid_instant_camera_04,low
296,"After the earphones is in my hand, what are the components I should have?",after|the|earphones|is|in|my|hand|what|are|components|i|should|have,i,0.0769,5,0.0385,0.0201,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7574,True,0,5,空调手册|功能键盘手册|洗碗机手册,,low
297,"If the case battery of earphones is low, how can I charge is?",if|the|case|battery|of|earphones|is|low|how|can|i|charge,i,0.0833,5,0.3234,0.2849,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8995,True,0,5,电钻手册|电钻手册|相机手册,,low
298,"When bluetooth are pairing and connecting, what scenarios I might encounter?",when|bluetooth|are|pairing|and|connecting|what|scenarios|i|might|encounter,,0.0,5,0.1548,0.0699,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.799,True,0,5,洗碗机手册|冰箱手册|洗碗机手册,,low
299,What are the two main controling functions of earphones?,what|are|the|two|main|controling|functions|of|earphones,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.6356,True,0,0,,,empty
300,"Besides the two main controling functions, what other functions of the earphones can I operate?",besides|the|two|main|controling|functions|what|other|of|earphones|can|i|operate,i,0.0769,5,0.052,0.0425,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.4336,False,0,5,健身单车手册|空调手册|相机手册,Manual14_19|Manual14_20,low
301,"If my earphones won't work, how can I reset them?",if|my|earphones|won|t|work|how|can|i|reset|them,i,0.0909,5,0.0479,0.0285,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9679,True,0,5,VR头显手册|功能键盘手册|水泵手册,Manual38_4,low
302,What are the maintenance and care policies of the earphones?,what|are|the|maintenance|and|care|policies|of|earphones,,0.0,2,0.1113,0.0748,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9152,True,0,2,空调手册|发电机手册,,low
303,"From three different observing views, what buttons and interfaces should this eReader have?",from|three|different|observing|views|what|buttons|and|interfaces|should|this|ereader|have,,0.0,3,0.0116,0.0091,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.8736,True,0,3,健身单车手册|健身单车手册|健身单车手册,,low
304,What do the functions of Main Menu and Browser History of the eReader can do?,what|do|the|functions|of|main|menu|and|browser|history|ereader|can,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.8093,True,0,0,,,empty
305,"When in eBook mode of this eReader, what will happen after pressing \""M\"" botton?",when|in|ebook|mode|of|this|ereader|what|will|happen|after|pressing|m|botton,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.5166,True,0,0,,,empty
306,"If I want to listen to music using this eReader, what should I do?",if|i|want|to|listen|music|using|this|ereader|what|should|do,i,0.0833,5,0.2366,0.0526,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7377,True,0,5,空调手册|电钻手册|电钻手册,,low
307,"Can this eReader record voice? If so, how do I operate this feature?",can|this|ereader|record|voice|if|so|how|do|i|operate|feature,i,0.0833,1,0.0013,0.0013,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.7817,True,0,1,电钻手册,Manual11_0,low
308,"I can't find the way to play video using this eReader, can you tell me how to do that?",i|can|t|find|the|way|to|play|video|using|this|ereader|you|tell|me|how|do|that,,0.0,1,0.0001,0.0001,1.0,1.0,manual,unknown,dual_route,manual,,manual,0.9025,True,0,1,健身追踪器手册,,low
309,"Can this eReader become a photo viewer? If so, how do I operate this feature?",can|this|ereader|become|a|photo|viewer|if|so|how|do|i|operate|feature,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.6115,True,0,0,,,empty
310,"When using this eReader, what kinds of trobles might I encounter and how to solve them?",when|using|this|ereader|what|kinds|of|trobles|might|i|encounter|and|how|to|solve|them,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.9191,True,0,0,,,empty
311,"When connecting the fax, hwo can I properly finish the procedure?",when|connecting|the|fax|hwo|can|i|properly|finish|procedure,,0.0,0,0.0,0.0,0.0,0.0,manual,unknown,dual_route,manual,,manual,0.7884,True,0,0,,,empty
